,Abbreviation,DriverNumber,TeamName,Position,GridPosition,Status,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLapPoint,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,Driver,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID
7,VET,5,Aston Martin,20.0,10.0,Disqualified,0.0,Hungary,2021.0,34.0,0 days 00:01:16.750000,0,0 days 00:01:23.646119402,0 days 00:00:05.462408,0 days 00:00:01.481820895,0 days 00:08:25.158333,3.0,34.0,3.0,33.0,0.0,0.0,Mercedes,False,5,99.20710967226555,329,5602.2242637011495,12772,43.654123483781454,12.220143370682587,27.505308078790808,48
8,SAI,55,Ferrari,3.0,15.0,Finished,15.0,Hungary,2021.0,27.0,0 days 00:01:16.649000,0,0 days 00:01:23.827208955,0 days 00:00:05.987403,0 days 00:00:01.662910447,0 days 00:08:25.754667,3.0,38.0,3.0,29.0,0.0,0.0,Ferrari,False,55,102.36521684290189,325,5978.065652000252,12622,41.30315962076142,8.555992347957703,24.595850238600768,48
9,LAT,6,Williams,7.0,18.0,Finished,6.0,Hungary,2021.0,26.0,0 days 00:01:18.036000,0,0 days 00:01:24.741253731,0 days 00:00:05.497720,0 days 00:00:02.576955223,0 days 00:08:25.406667,3.0,47.0,3.0,20.0,0.0,0.0,Mercedes,False,6,101.18749605835734,304,5879.339422733293,13145,39.38001639723349,7.427105888288592,23.313502491118165,48
10,RUS,63,Williams,8.0,17.0,Finished,4.0,Hungary,2021.0,22.0,0 days 00:01:17.944000,0,0 days 00:01:24.658417910,0 days 00:00:05.160088,0 days 00:00:02.494119402,0 days 00:08:23.015667,3.0,49.0,3.0,18.0,0.0,0.0,Mercedes,False,63,100.9023103281549,326,5820.617944459627,13182,40.13496184489899,9.14461098614644,23.664571464609306,48
11,RAI,7,Alfa Romeo Racing,10.0,13.0,+1 Lap,1.0,Hungary,2021.0,41.0,0 days 00:01:17.553000,0,0 days 00:01:24.990818181,0 days 00:00:06.559800,0 days 00:00:02.769393939,0 days 00:06:27.731000,4.0,38.0,3.0,12.0,16.0,0.0,Ferrari,False,7,100.89205154617503,333,5739.454623809624,13022,34.94019214194118,3.2668334419474867,18.484727448548423,48
12,GIO,99,Alfa Romeo Racing,13.0,0.0,+1 Lap,0.0,Hungary,2021.0,27.0,0 days 00:01:17.583000,0,0 days 00:01:25.239515151,0 days 00:00:05.973198,0 days 00:00:03.018090909,0 days 00:05:14.177200,5.0,36.0,2.0,31.0,0.0,0.0,Ferrari,False,99,100.93415880089975,329,5884.725430427379,12631,34.39227227816435,2.8947423742353213,17.82042927116399,48
13,GIO,99,Alfa Romeo Racing,13.0,0.0,+1 Lap,0.0,Hungary,2021.0,27.0,0 days 00:01:17.583000,0,0 days 00:01:25.239515151,0 days 00:00:05.973198,0 days 00:00:03.018090909,0 days 00:05:14.177200,5.0,36.0,2.0,31.0,0.0,0.0,Ferrari,False,99,100.93415880089975,329,5884.725430427379,12631,34.39227227816435,2.8947423742353213,17.82042927116399,48
0,GAS,10,AlphaTauri,4.0,4.0,+1 Lap,12.0,Netherlands,2021.0,25.0,0 days 00:01:09.478000,0,0 days 00:01:16.221728571,0 days 00:00:02.203264,0 days 00:00:01.978014285,0 days 00:00:19.163000,1.0,0.0,0.0,47.0,24.0,0.0,,False,10,122.72100209408039,321,6621.335691301905,12827,41.9908575514582,3.317329792124215,15.754124316870117,49
1,PER,11,Red Bull Racing,8.0,0.0,+1 Lap,4.0,Netherlands,2021.0,31.0,0 days 00:01:10.530000,0,0 days 00:01:16.534357142,0 days 00:00:03.287430,0 days 00:00:02.290642857,0 days 00:00:18.921000,2.0,8.0,0.0,39.0,24.0,0.0,Honda,False,11,120.94700955104959,329,6428.176822105317,12752,48.53616119311507,11.537872210020941,25.66780734460391,49
2,ALO,14,Alpine,6.0,9.0,+1 Lap,8.0,Netherlands,2021.0,40.0,0 days 00:01:09.956000,0,0 days 00:01:16.666014285,0 days 00:00:02.411917,0 days 00:00:02.422300,0 days 00:00:19.018000,1.0,0.0,0.0,38.0,33.0,0.0,Renault,False,14,122.66964604933858,334,6626.252157924307,12507,51.83017518770111,11.867306808315032,24.653965983962408,49
3,LEC,16,Ferrari,5.0,5.0,+1 Lap,10.0,Netherlands,2021.0,23.0,0 days 00:01:09.437000,0,0 days 00:01:16.279657142,0 days 00:00:02.451191,0 days 00:00:02.035942857,0 days 00:00:19.490000,1.0,37.0,0.0,0.0,34.0,0.0,Ferrari,False,16,122.78568874814853,320,6691.184636600439,12568,56.727565248480516,16.050360079677205,31.355023239184842,49
4,STR,18,Aston Martin,12.0,12.0,+2 Laps,0.0,Netherlands,2021.0,22.0,0 days 00:01:10.367000,0,0 days 00:01:17.326797101,0 days 00:00:02.357800,0 days 00:00:03.080275362,0 days 00:00:19.389000,1.0,43.0,0.0,0.0,27.0,0.0,Mercedes,False,18,121.05010470401962,326,6409.999897849737,12906,36.50357525920629,1.07513151846366,15.84605955360335,49
5,TSU,22,AlphaTauri,19.0,14.0,Power Unit,0.0,Netherlands,2021.0,21.0,0 days 00:01:10.462000,0,0 days 00:01:18.058000,0 days 00:00:03.240872,0 days 00:00:03.473638297,0 days 00:00:19.850000,1.0,0.0,0.0,17.0,31.0,0.0,,False,22,83.96291945451759,325,4682.4757648500945,12804,48.541013330609324,21.214055876193882,30.51994483885796,49
6,RIC,3,McLaren,11.0,10.0,+1 Lap,0.0,Netherlands,2021.0,32.0,0 days 00:01:09.865000,0,0 days 00:01:16.925014285,0 days 00:00:02.581283,0 days 00:00:02.681300,0 days 00:00:19.449000,1.0,41.0,0.0,0.0,30.0,0.0,Mercedes,False,3,122.6158894734154,328,6628.275167271056,12651,44.03378619949947,7.0764594718831395,18.055058991776903,49
7,OCO,31,Alpine,9.0,8.0,+1 Lap,2.0,Netherlands,2021.0,24.0,0 days 00:01:09.919000,0,0 days 00:01:16.708928571,0 days 00:00:02.209510,0 days 00:00:02.465214285,0 days 00:00:19.240000,1.0,0.0,0.0,40.0,31.0,0.0,Renault,False,31,122.5340160375913,327,6504.900914244854,12437,49.0251800398386,10.426988099494357,23.90826906379284,49
8,VER,33,Red Bull Racing,1.0,1.0,Finished,25.0,Netherlands,2021.0,23.0,0 days 00:01:08.885000,0,0 days 00:01:15.038450704,0 days 00:00:03.032706,0 days 00:00:00.839056338,0 days 00:00:18.860000,2.0,32.0,0.0,19.0,21.0,0.0,Honda,False,33,122.75759742581337,322,6398.423744828643,12293,47.475483936871136,9.318657745543694,21.829511210991367,49
9,NOR,4,McLaren,10.0,13.0,+1 Lap,1.0,Netherlands,2021.0,21.0,0 days 00:01:10.406000,0,0 days 00:01:16.718714285,0 days 00:00:02.662517,0 days 00:00:02.475000,0 days 00:00:20.443000,1.0,29.0,0.0,42.0,0.0,0.0,Mercedes,False,4,124.3424587568313,323,6836.411486797078,12909,44.069743092088466,5.988559170539864,18.938658767046327,49
10,HAM,44,Mercedes,2.0,2.0,Finished,19.0,Netherlands,2021.0,36.0,0 days 00:01:08.923000,1,0 days 00:01:15.308845070,0 days 00:00:03.792194,0 days 00:00:01.109450704,0 days 00:00:19.280000,3.0,0.0,0.0,50.0,22.0,0.0,Mercedes,False,44,124.3670769702232,325,6481.335691301905,13055,51.639384033913885,11.098626078962154,23.90316155064099,49
11,MSC,47,Haas F1 Team,18.0,17.0,+3 Laps,0.0,Netherlands,2021.0,22.0,0 days 00:01:11.387000,0,0 days 00:01:19.096102941,0 days 00:00:05.505994,0 days 00:00:04.839294117,0 days 00:00:30.075500,2.0,26.0,0.0,39.0,4.0,0.0,Ferrari,False,47,119.7122937841565,324,6718.3503498646505,12637,44.213315286786866,10.02860207365034,23.926145359824304,49
12,VET,5,Aston Martin,13.0,15.0,+2 Laps,0.0,Netherlands,2021.0,34.0,0 days 00:01:10.731000,0,0 days 00:01:17.343188405,0 days 00:00:03.412979,0 days 00:00:03.096666666,0 days 00:00:18.672500,2.0,34.0,0.0,26.0,10.0,0.0,Mercedes,False,5,120.99923387302722,330,6452.4657285867515,13197,50.38809438684304,12.633433781091984,27.593339802849993,49
13,SAI,55,Ferrari,7.0,6.0,+1 Lap,6.0,Netherlands,2021.0,27.0,0 days 00:01:09.537000,0,0 days 00:01:16.705971428,0 days 00:00:02.492101,0 days 00:00:02.462257142,0 days 00:00:20.327000,1.0,40.0,0.0,0.0,31.0,0.0,Ferrari,False,55,122.84393993564534,319,6723.75478829358,12738,51.23808672557332,10.856019204249451,25.246437509576587,49
14,LAT,6,Williams,16.0,0.0,+2 Laps,0.0,Netherlands,2021.0,26.0,0 days 00:01:10.093000,0,0 days 00:01:17.833130434,0 days 00:00:02.416618,0 days 00:00:03.586608695,0 days 00:00:20.646000,1.0,47.0,0.0,23.0,0.0,0.0,Mercedes,False,6,121.02860207365033,331,6672.562413810716,13098,45.77220491342765,8.187343582409724,24.378160273762706,49
15,RUS,63,Williams,17.0,11.0,Gearbox,0.0,Netherlands,2021.0,22.0,0 days 00:01:10.332000,0,0 days 00:01:18.065397058,0 days 00:00:06.202478,0 days 00:00:03.808588235,0 days 00:00:22.083500,2.0,41.0,0.0,27.0,1.0,0.0,Mercedes,False,63,117.61019459625109,328,6440.177256243935,13079,50.995224475203024,14.52065989069922,28.969814597272585,49
16,BOT,77,Mercedes,3.0,3.0,Finished,15.0,Netherlands,2021.0,32.0,0 days 00:01:09.222000,0,0 days 00:01:15.795323943,0 days 00:00:03.411705,0 days 00:00:01.595929577,0 days 00:00:20.301500,2.0,0.0,0.0,36.0,36.0,0.0,Mercedes,False,77,124.38007559119465,324,6532.642882680423,12503,49.335257163287196,9.063282087951377,22.12830073037438,49
17,KUB,88,Alfa Romeo Racing,15.0,16.0,+2 Laps,0.0,Netherlands,2021.0,37.0,0 days 00:01:11.301000,0,0 days 00:01:17.923840579,0 days 00:00:02.643928,0 days 00:00:03.677318840,0 days 00:00:19.708000,1.0,30.0,0.0,40.0,0.0,0.0,Ferrari,False,88,122.63882220746719,332,6683.877113233567,12888,41.277057050921904,3.4526788906481434,18.1980693600286,49
18,MAZ,9,Haas F1 Team,20.0,18.0,Hydraulics,0.0,Netherlands,2021.0,22.0,0 days 00:01:11.875000,0,0 days 00:01:18.944900,0 days 00:00:03.089528,0 days 00:00:04.199225,0 days 00:00:19.999000,1.0,8.0,0.0,33.0,0.0,0.0,Ferrari,False,9,72.58253741253384,323,4194.570100618009,12526,58.49351345829716,35.76536084580418,45.44920578170489,49
19,GIO,99,Alfa Romeo Racing,14.0,7.0,+2 Laps,0.0,Netherlands,2021.0,27.0,0 days 00:01:09.590000,0,0 days 00:01:17.492826086,0 days 00:00:03.231692,0 days 00:00:03.246304347,0 days 00:00:19.546000,2.0,37.0,0.0,6.0,27.0,0.0,Ferrari,False,99,122.78369681801931,330,6603.26068747127,12719,41.62311660452526,2.7810409111803462,17.554522702895962,49
20,GIO,99,Alfa Romeo Racing,14.0,7.0,+2 Laps,0.0,Netherlands,2021.0,27.0,0 days 00:01:09.590000,0,0 days 00:01:17.492826086,0 days 00:00:03.231692,0 days 00:00:03.246304347,0 days 00:00:19.546000,2.0,37.0,0.0,6.0,27.0,0.0,Ferrari,False,99,122.78369681801931,330,6603.26068747127,12719,41.62311660452526,2.7810409111803462,17.554522702895962,49
0,GAS,10,AlphaTauri,19.0,0.0,Suspension,0.0,Italy,2021.0,25.0,0 days 00:01:20.260000,0,0 days 00:01:39.089000,0 days 00:00:14.260930,0 days 00:00:12.632000,0 days 00:00:00,0.0,3.0,0.0,0.0,0.0,0.0,,False,10,13.979748546708125,333,828.3067189401108,12938,95.53994862782208,87.61660132486143,89.2334730296066,50
1,PER,11,Red Bull Racing,5.0,8.0,Finished,10.0,Italy,2021.0,31.0,0 days 00:01:20.611000,0,0 days 00:01:29.743180,0 days 00:00:12.931353,0 days 00:00:00.952040,0 days 00:00:23.906000,1.0,27.0,0.0,26.0,0.0,0.0,Honda,False,11,132.59721508719753,351,6433.873218872516,12896,38.6258753548736,30.609706637826147,12.304988508854942,50
2,ALO,14,Alpine,8.0,10.0,Finished,4.0,Italy,2021.0,40.0,0 days 00:01:21.069000,0,0 days 00:01:30.222840,0 days 00:00:11.283373,0 days 00:00:02.348060,0 days 00:00:24.797000,1.0,28.0,0.0,25.0,0.0,0.0,Renault,False,14,132.46021360010815,343,6243.4551574962825,12351,50.01165337298905,9.782344193591996,18.76706773016088,50
3,LEC,16,Ferrari,4.0,5.0,Finished,12.0,Italy,2021.0,23.0,0 days 00:01:20.510000,0,0 days 00:01:27.284937500,0 days 00:00:03.722414,0 days 00:00:00.626625,0 days 00:00:24.557000,1.0,27.0,0.0,26.0,0.0,0.0,Ferrari,False,16,137.23209409219953,349,6867.144842503718,12585,58.75855076382317,15.987562525348114,28.53048533189131,50
4,STR,18,Aston Martin,7.0,9.0,Finished,6.0,Italy,2021.0,22.0,0 days 00:01:21.020000,0,0 days 00:01:30.203320,0 days 00:00:11.454857,0 days 00:00:02.328540,0 days 00:00:24.846000,1.0,28.0,0.0,25.0,0.0,0.0,Mercedes,False,18,132.65345410301472,338,6420.834933080979,13108,53.067811274841155,12.169798566986616,24.274705961876435,50
5,RIC,3,McLaren,1.0,2.0,Finished,26.0,Italy,2021.0,32.0,0 days 00:01:19.995000,1,0 days 00:01:27.571625,0 days 00:00:04.651258,0 days 00:00:00.913312500,0 days 00:00:23.812000,1.0,31.0,0.0,22.0,0.0,0.0,Mercedes,False,3,134.80475868595377,351,6748.758199269974,13151,52.95928078950926,13.14046234960119,20.992294173313507,50
6,OCO,31,Alpine,10.0,12.0,Finished,1.0,Italy,2021.0,24.0,0 days 00:01:21.103000,0,0 days 00:01:30.204160,0 days 00:00:11.176541,0 days 00:00:02.329380,0 days 00:00:30.333000,1.0,27.0,0.0,26.0,0.0,0.0,Renault,False,31,132.39151007165066,356,6262.516587805867,12479,49.53294578883331,9.852642963363525,20.597539543057998,50
7,VER,33,Red Bull Racing,18.0,1.0,Collision,0.0,Italy,2021.0,23.0,0 days 00:01:19.966000,0,0 days 00:01:28.092333333,0 days 00:00:05.673243,0 days 00:00:01.711416666,0 days 00:00:32.456000,1.0,2.0,0.0,23.0,0.0,0.0,Honda,False,33,65.44361227524672,341,3191.9567662565905,12523,64.11112613221576,42.66594565364337,48.603487900500205,50
8,NOR,4,McLaren,2.0,3.0,Finished,18.0,Italy,2021.0,21.0,0 days 00:01:19.989000,0,0 days 00:01:28.924081632,0 days 00:00:09.524751,0 days 00:00:01.934591836,0 days 00:00:24.168000,1.0,29.0,0.0,24.0,0.0,0.0,Mercedes,False,4,134.75730701635797,348,6813.817899148304,13007,49.17896444504529,9.97972150871975,20.47857239421387,50
9,HAM,44,Mercedes,17.0,4.0,Collision,0.0,Italy,2021.0,36.0,0 days 00:01:19.651000,0,0 days 00:01:26.947541666,0 days 00:00:00.950480,0 days 00:00:00.566625,0 days 00:00:25.619000,1.0,25.0,0.0,0.0,0.0,0.0,Mercedes,False,44,78.89560632688928,354,4849.834933080979,13136,65.67265107476004,43.2851155874003,49.34432878193862,50
10,MSC,47,Haas F1 Team,15.0,18.0,Finished,0.0,Italy,2021.0,22.0,0 days 00:01:22.248000,0,0 days 00:01:32.000843137,0 days 00:00:10.495197,0 days 00:00:03.304568627,0 days 00:00:24.714000,1.0,30.0,0.0,23.0,0.0,0.0,Ferrari,False,47,135.18134378802216,345,6634.493984047587,12441,48.941841287008245,10.144653237799108,21.33026902798432,50
11,VET,5,Aston Martin,12.0,11.0,Finished,0.0,Italy,2021.0,34.0,0 days 00:01:20.913000,0,0 days 00:01:31.536411764,0 days 00:00:12.547605,0 days 00:00:02.840137254,0 days 00:00:25.542000,2.0,4.0,0.0,49.0,0.0,0.0,Mercedes,False,5,132.5706367446262,362,6416.363877247532,13055,53.43374340949033,12.743003920508315,24.847911315398136,50
12,SAI,55,Ferrari,6.0,6.0,Finished,8.0,Italy,2021.0,27.0,0 days 00:01:20.462000,0,0 days 00:01:30.108940,0 days 00:00:12.737731,0 days 00:00:01.317800,0 days 00:00:24.283000,1.0,27.0,0.0,26.0,0.0,0.0,Ferrari,False,55,137.26954170609707,343,6835.040502906584,12730,55.33489252399622,12.169798566986616,24.447749087467894,50
13,LAT,6,Williams,11.0,13.0,Finished,0.0,Italy,2021.0,26.0,0 days 00:01:21.925000,0,0 days 00:01:30.261580,0 days 00:00:09.819620,0 days 00:00:02.386800,0 days 00:00:24.168000,1.0,30.0,0.0,23.0,0.0,0.0,Mercedes,False,6,134.6407462484791,347,6533.2887927538195,12887,52.67524672164391,12.202244153035014,23.866432337434095,50
14,RUS,63,Williams,9.0,14.0,Finished,2.0,Italy,2021.0,22.0,0 days 00:01:21.392000,0,0 days 00:01:30.133560,0 days 00:00:10.861632,0 days 00:00:02.258780,0 days 00:00:24.156000,1.0,27.0,0.0,26.0,0.0,0.0,Mercedes,False,63,134.7195079086116,352,6559.067811274841,13247,54.62609165878059,14.170609706637826,25.4562660538056,50
15,BOT,77,Mercedes,3.0,19.0,Finished,15.0,Italy,2021.0,32.0,0 days 00:01:19.555000,0,0 days 00:01:29.770360,0 days 00:00:12.690199,0 days 00:00:00.979220,0 days 00:00:24.308000,1.0,26.0,0.0,27.0,0.0,0.0,Mercedes,False,77,135.0781397863999,359,6626.499337569285,13009,48.02490198729215,7.849128024874949,19.964850615114234,50
16,KUB,88,Alfa Romeo Racing,14.0,17.0,Finished,0.0,Italy,2021.0,37.0,0 days 00:01:22.530000,0,0 days 00:01:30.333780,0 days 00:00:10.497236,0 days 00:00:02.459000,0 days 00:00:24.501000,1.0,26.0,0.0,27.0,0.0,0.0,Ferrari,False,88,137.24204407192104,344,6624.061105853724,12721,42.655536028119506,2.0089225361633094,13.554143571718264,50
17,MAZ,9,Haas F1 Team,16.0,16.0,Power Unit,0.0,Italy,2021.0,22.0,0 days 00:01:22.716000,0,0 days 00:01:33.789205128,0 days 00:00:11.794702,0 days 00:00:04.432205128,0 days 00:00:26.883667,3.0,11.0,0.0,24.0,6.0,0.0,Ferrari,False,9,106.46846018656213,356,5372.287657158307,12835,55.74592402325267,23.83128295254833,34.0273083682574,50
18,GIO,99,Alfa Romeo Racing,13.0,7.0,Finished,0.0,Italy,2021.0,27.0,0 days 00:01:20.726000,0,0 days 00:01:31.374000,0 days 00:00:12.621690,0 days 00:00:02.677725490,0 days 00:00:33.870500,2.0,24.0,0.0,29.0,0.0,0.0,Ferrari,False,99,137.34843855617143,360,6648.675327835609,12953,42.839502501013925,1.6493172907935651,14.092199540354198,50
19,GIO,99,Alfa Romeo Racing,13.0,7.0,Finished,0.0,Italy,2021.0,27.0,0 days 00:01:20.726000,0,0 days 00:01:31.374000,0 days 00:00:12.621690,0 days 00:00:02.677725490,0 days 00:00:33.870500,2.0,24.0,0.0,29.0,0.0,0.0,Ferrari,False,99,137.34843855617143,360,6648.675327835609,12953,42.839502501013925,1.6493172907935651,14.092199540354198,50
0,GAS,10,AlphaTauri,13.0,11.0,+1 Lap,0.0,Russia,2021.0,25.0,0 days 00:01:46.641000,0,0 days 00:01:43.646140,0 days 00:00:06.197801,0 days 00:00:02.963360,0 days 00:00:30.634500,2.0,33.0,2.0,17.0,0.0,0.0,,False,10,122.99558521300078,339,6775.414863116231,13060,42.387105777281604,2.2048562656991346,14.84535559333215,51
1,PER,11,Red Bull Racing,9.0,8.0,Finished,2.0,Russia,2021.0,31.0,0 days 00:01:45.337000,0,0 days 00:01:44.239615384,0 days 00:00:09.229198,0 days 00:00:03.143653846,0 days 00:00:34.169500,2.0,36.0,3.0,14.0,0.0,0.0,Honda,False,11,125.23756121076802,331,6750.177885469261,12964,39.793240808870166,31.991982340852005,14.515515185344938,51
2,ALO,14,Alpine,6.0,6.0,Finished,8.0,Russia,2021.0,40.0,0 days 00:01:44.204000,0,0 days 00:01:44.095673076,0 days 00:00:08.358850,0 days 00:00:02.999711538,0 days 00:00:30.429500,2.0,36.0,3.0,14.0,0.0,0.0,Renault,False,14,125.35599928957451,339,6729.323700301931,12549,49.658056986273564,8.091238931317077,19.95788191713394,51
3,LEC,16,Ferrari,15.0,19.0,+1 Lap,0.0,Russia,2021.0,23.0,0 days 00:01:48.470000,0,0 days 00:01:43.733680,0 days 00:00:08.317210,0 days 00:00:03.032160,0 days 00:00:32.248500,2.0,35.0,1.0,16.0,0.0,0.0,Ferrari,False,16,125.33998934361759,344,6777.708598685713,12718,59.247760891076545,16.77619059701114,32.04272701900388,51
4,STR,18,Aston Martin,11.0,7.0,Finished,0.0,Russia,2021.0,22.0,0 days 00:01:44.956000,0,0 days 00:01:44.613846153,0 days 00:00:08.664971,0 days 00:00:03.517884615,0 days 00:00:36.682500,2.0,36.0,5.0,12.0,0.0,0.0,Mercedes,False,18,125.24867429528328,328,6611.877096389516,13203,40.93598558851141,26.93781239692487,13.89896734579961,51
5,TSU,22,AlphaTauri,17.0,12.0,+1 Lap,0.0,Russia,2021.0,21.0,0 days 00:01:46.751000,0,0 days 00:01:46.390333333,0 days 00:00:11.825429,0 days 00:00:05.474941176,0 days 00:00:30.688000,3.0,34.0,3.0,13.0,2.0,0.0,,False,22,122.88163803821074,339,6527.068530687844,12725,41.12853626975871,1.2813031233349403,13.949712023951488,51
6,RIC,3,McLaren,4.0,5.0,Finished,12.0,Russia,2021.0,32.0,0 days 00:01:44.156000,0,0 days 00:01:43.815134615,0 days 00:00:07.347889,0 days 00:00:02.719173076,0 days 00:00:32.316500,2.0,26.0,5.0,22.0,0.0,0.0,Mercedes,False,3,125.24720269961688,331,6939.220510998909,12860,51.25189658234593,10.384898383782001,21.812599903585113,51
7,OCO,31,Alpine,14.0,9.0,+1 Lap,0.0,Russia,2021.0,24.0,0 days 00:01:45.865000,0,0 days 00:01:43.882700,0 days 00:00:06.861774,0 days 00:00:03.199920,0 days 00:00:31.582500,2.0,35.0,2.0,15.0,0.0,0.0,Renault,False,31,123.07512749600386,328,6553.795727298099,12792,40.74353639662041,0.14208509882526071,13.368685459112475,51
8,VER,33,Red Bull Racing,2.0,20.0,Finished,18.0,Russia,2021.0,23.0,0 days 00:01:59.522000,0,0 days 00:01:43.448153846,0 days 00:00:06.086132,0 days 00:00:02.352192307,0 days 00:00:30.297500,2.0,26.0,5.0,22.0,0.0,0.0,Honda,False,33,125.28927003780478,340,6637.984218405095,12784,50.417349605460124,11.364270672113262,26.05231776317459,51
9,NOR,4,McLaren,7.0,1.0,Finished,7.0,Russia,2021.0,21.0,0 days 00:01:41.993000,1,0 days 00:01:42.605333333,0 days 00:00:06.853615,0 days 00:00:01.715509803,0 days 00:00:31.247000,2.0,23.0,2.0,28.0,0.0,0.0,Mercedes,False,4,125.27594955978992,332,6870.519955344683,13145,47.57029406540989,6.416664552305076,18.975972394895084,51
10,HAM,44,Mercedes,1.0,4.0,Finished,25.0,Russia,2021.0,36.0,0 days 00:01:44.050000,0,0 days 00:01:42.522596153,0 days 00:00:06.149204,0 days 00:00:01.426634615,0 days 00:00:29.961500,2.0,23.0,4.0,26.0,0.0,0.0,Mercedes,False,44,125.4405652957146,342,6524.373252480146,12988,50.83266942379418,8.591074011113085,22.31243498338112,51
11,MSC,47,Haas F1 Team,20.0,14.0,Oil leak,0.0,Russia,2021.0,22.0,0 days 00:01:49.830000,0,0 days 00:01:44.077258064,0 days 00:00:03.944274,0 days 00:00:03.571000,0 days 00:00:29.996000,1.0,12.0,0.0,20.0,0.0,0.0,Ferrari,False,47,79.31281556846726,336,4388.878314261792,12688,60.1599725978738,33.737599269276636,43.150737066450155,51
12,VET,5,Aston Martin,12.0,10.0,+1 Lap,0.0,Russia,2021.0,34.0,0 days 00:01:46.573000,0,0 days 00:01:43.407840,0 days 00:00:06.132801,0 days 00:00:02.725060,0 days 00:00:30.685000,2.0,24.0,2.0,26.0,0.0,0.0,Mercedes,False,5,123.1243244614721,333,6463.175196001319,12658,53.42645827518839,11.985892979473778,26.009184786745493,51
13,SAI,55,Ferrari,3.0,2.0,Finished,15.0,Russia,2021.0,27.0,0 days 00:01:42.510000,0,0 days 00:01:43.855365384,0 days 00:00:07.246239,0 days 00:00:02.759403846,0 days 00:00:30.696000,2.0,34.0,5.0,14.0,0.0,0.0,Ferrari,False,55,127.67533554918428,333,6754.116560525715,12754,56.18473600081192,13.302717377515034,27.37929109684622,51
14,LAT,6,Williams,19.0,18.0,Accident,0.0,Russia,2021.0,26.0,0 days 00:01:48.252000,0,0 days 00:01:43.195673913,0 days 00:00:06.264006,0 days 00:00:03.424478260,0 days 00:00:30.056000,1.0,34.0,0.0,13.0,0.0,0.0,Mercedes,False,6,107.6416664552305,340,5702.710121026057,13111,55.46081242229721,18.991195798340648,30.90858346230939,51
15,RUS,63,Williams,10.0,3.0,Finished,1.0,Russia,2021.0,22.0,0 days 00:01:42.983000,0,0 days 00:01:44.523730769,0 days 00:00:07.112151,0 days 00:00:03.427769230,0 days 00:00:31.373000,2.0,34.0,6.0,13.0,0.0,0.0,Mercedes,False,63,122.9791185649405,310,6709.6768071448505,12921,53.745058736964964,12.511100398345723,25.51949864257986,51
16,RAI,7,Alfa Romeo Racing,8.0,13.0,Finished,4.0,Russia,2021.0,41.0,0 days 00:01:49.586000,0,0 days 00:01:44.195730769,0 days 00:00:06.547897,0 days 00:00:03.099769230,0 days 00:00:30.116500,2.0,32.0,6.0,15.0,0.0,0.0,Ferrari,False,7,127.44787252936848,332,6674.647552837896,12751,45.056631060817494,3.120797706340548,16.753355491842793,51
17,BOT,77,Mercedes,5.0,16.0,Finished,10.0,Russia,2021.0,32.0,0 days 00:01:44.710000,0,0 days 00:01:43.740730769,0 days 00:00:05.489646,0 days 00:00:02.644769230,0 days 00:00:29.752500,2.0,28.0,6.0,19.0,0.0,0.0,Mercedes,False,77,125.17230355466471,338,6542.671504325984,12781,40.495496409814024,0.04059574252150306,14.987440692157412,51
18,MAZ,9,Haas F1 Team,18.0,15.0,+2 Laps,0.0,Russia,2021.0,22.0,0 days 00:01:53.764000,0,0 days 00:01:46.876120,0 days 00:00:08.659155,0 days 00:00:06.120560,0 days 00:00:32.029000,2.0,32.0,5.0,14.0,0.0,0.0,Ferrari,False,9,123.25105929515642,327,6743.5374115139675,12385,49.712911983355745,10.75787176819831,26.689163473980663,51
19,GIO,99,Alfa Romeo Racing,16.0,17.0,+1 Lap,0.0,Russia,2021.0,27.0,0 days 00:01:51.023000,0,0 days 00:01:44.700860,0 days 00:00:07.793067,0 days 00:00:04.018080,0 days 00:00:32.021000,2.0,36.0,2.0,14.0,0.0,0.0,Ferrari,False,99,125.46258848603253,334,6698.145865577348,13133,40.813310329079236,30.601578159490522,13.548829066551646,51
20,GIO,99,Alfa Romeo Racing,16.0,17.0,+1 Lap,0.0,Russia,2021.0,27.0,0 days 00:01:51.023000,0,0 days 00:01:44.700860,0 days 00:00:07.793067,0 days 00:00:04.018080,0 days 00:00:32.021000,2.0,36.0,2.0,14.0,0.0,0.0,Ferrari,False,99,125.46258848603253,334,6698.145865577348,13133,40.813310329079236,30.601578159490522,13.548829066551646,51
0,GAS,10,AlphaTauri,6.0,4.0,Finished,8.0,Turkey,2021.0,25.0,0 days 00:01:23.326000,0,0 days 00:01:34.872087719,0 days 00:00:03.337462,0 days 00:00:01.486912280,0 days 00:00:29.310000,1.0,0.0,58.0,0.0,0.0,0.0,,False,10,124.6586896922801,312,6616.514796689641,12789,42.744138973583745,2.0318224909682545,12.319044812831484,52
