,Abbreviation,DriverNumber,TeamName,Position,GridPosition,Status,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLapPoint,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,Driver,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID
9,NOR,4,McLaren,8.0,9.0,+1 Lap,4.0,Spain,2021.0,21.0,0 days 00:01:17.696000,0,0 days 00:01:26.223531250,0 days 00:00:07.973620,0 days 00:00:03.709687500,0 days 00:00:22.165500,2.0,0.0,0.0,28.0,37.0,0.0,Mercedes,False,4,144.462144230173,339,7630.496620574192,13153,44.38330129596329,0.3999503937496125,16.047622000372048,41
10,HAM,44,Mercedes,1.0,1.0,Finished,25.0,Spain,2021.0,35.0,0 days 00:01:16.741000,0,0 days 00:01:24.615046153,0 days 00:00:09.703364,0 days 00:00:02.126415384,0 days 00:00:22.149000,2.0,0.0,0.0,38.0,28.0,0.0,Mercedes,False,44,146.77187325603026,336,7580.063930055187,13165,48.4135301047932,30.830284615861597,15.526756371302783,41
11,MSC,47,Haas F1 Team,18.0,18.0,+2 Laps,0.0,Spain,2021.0,22.0,0 days 00:01:19.117000,0,0 days 00:01:27.202412698,0 days 00:00:06.952071,0 days 00:00:04.639619047,0 days 00:00:23.158000,2.0,0.0,0.0,41.0,23.0,0.0,Ferrari,False,47,142.7517827246233,324,7753.683016060024,12570,40.98080858188132,26.564147082532397,15.728281763502203,41
12,VET,5,Aston Martin,13.0,13.0,+1 Lap,0.0,Spain,2021.0,34.0,0 days 00:01:18.079000,0,0 days 00:01:26.586687500,0 days 00:00:07.750514,0 days 00:00:04.072843750,0 days 00:00:22.530000,2.0,0.0,0.0,17.0,48.0,0.0,Mercedes,False,5,144.45563340980965,343,7607.529484715074,12853,45.62370558690395,8.30904693991443,16.642897005022633,41
13,SAI,55,Ferrari,7.0,6.0,Finished,6.0,Spain,2021.0,27.0,0 days 00:01:17.620000,0,0 days 00:01:25.674615384,0 days 00:00:08.124445,0 days 00:00:03.185984615,0 days 00:00:21.817500,2.0,0.0,0.0,24.0,42.0,0.0,Ferrari,False,55,146.5717120357165,342,7759.772276306815,12594,52.165343833323,4.799404724995349,21.95076579649036,41
14,LAT,6,Williams,16.0,19.0,+1 Lap,0.0,Spain,2021.0,25.0,0 days 00:01:19.219000,0,0 days 00:01:26.854609375,0 days 00:00:06.759234,0 days 00:00:04.340765625,0 days 00:00:23.500333,3.0,0.0,0.0,41.0,24.0,0.0,Mercedes,False,6,144.2071991070875,340,7617.202765548459,12840,45.778663111552056,29.196378743721706,16.85992435046816,41
15,RUS,63,Williams,14.0,15.0,+1 Lap,0.0,Spain,2021.0,22.0,0 days 00:01:18.445000,0,0 days 00:01:26.693250,0 days 00:00:06.442675,0 days 00:00:04.179406250,0 days 00:00:22.866500,2.0,0.0,0.0,56.0,9.0,0.0,Mercedes,False,63,144.35505673714889,341,7678.083865567061,12960,45.09490295777268,28.86463694425498,14.64004464562535,41
16,RAI,7,Alfa Romeo Racing,12.0,17.0,+1 Lap,0.0,Spain,2021.0,41.0,0 days 00:01:18.917000,0,0 days 00:01:26.501218750,0 days 00:00:07.299577,0 days 00:00:03.987375,0 days 00:00:21.572000,1.0,0.0,0.0,37.0,28.0,0.0,Ferrari,False,7,144.42500155019533,344,7665.437620140137,12643,52.73376945495132,7.143300055807032,23.990822843678302,41
17,BOT,77,Mercedes,3.0,3.0,Finished,15.0,Spain,2021.0,31.0,0 days 00:01:16.873000,0,0 days 00:01:24.986400,0 days 00:00:08.839731,0 days 00:00:02.497769230,0 days 00:00:21.974500,2.0,0.0,0.0,30.0,36.0,0.0,Mercedes,False,77,146.69423947417374,341,7651.19135611087,13415,46.41495628449184,31.503069386742727,15.26322316611893,41
18,MAZ,9,Haas F1 Team,19.0,20.0,+2 Laps,0.0,Spain,2021.0,22.0,0 days 00:01:19.807000,0,0 days 00:01:27.959174603,0 days 00:00:06.602727,0 days 00:00:05.396380952,0 days 00:00:22.800000,2.0,0.0,0.0,42.0,22.0,0.0,Ferrari,False,9,142.3502201277361,340,7525.882495194394,12232,39.94710733552428,26.42462950331742,16.838221615923608,41
19,GIO,99,Alfa Romeo Racing,15.0,14.0,+1 Lap,0.0,Spain,2021.0,27.0,0 days 00:01:18.356000,0,0 days 00:01:25.553492063,0 days 00:00:03.562132,0 days 00:00:03.496396825,0 days 00:00:38.772000,2.0,0.0,0.0,31.0,34.0,0.0,Ferrari,False,99,144.6676691263099,342,7713.641284801885,12898,46.0215167111056,1.016928132944751,16.593290754635085,41
20,GIO,99,Alfa Romeo Racing,15.0,14.0,+1 Lap,0.0,Spain,2021.0,27.0,0 days 00:01:18.356000,0,0 days 00:01:25.553492063,0 days 00:00:03.562132,0 days 00:00:03.496396825,0 days 00:00:38.772000,2.0,0.0,0.0,31.0,34.0,0.0,Ferrari,False,99,144.6676691263099,342,7713.641284801885,12898,46.0215167111056,1.016928132944751,16.593290754635085,41
0,GAS,10,AlphaTauri,6.0,6.0,Finished,8.0,Monaco,2021.0,24.0,0 days 00:01:10.900000,0,0 days 00:01:16.672909090,0 days 00:00:02.160986,0 days 00:00:01.331688311,0 days 00:00:24.428000,1.0,48.0,0.0,0.0,30.0,0.0,,False,10,116.45415132438532,289,7566.087718256325,13161,37.78988003325811,24.340776814348498,20.388407174248723,42
1,PER,11,Red Bull Racing,4.0,9.0,Finished,12.0,Monaco,2021.0,31.0,0 days 00:01:11.019000,0,0 days 00:01:16.203532467,0 days 00:00:02.218922,0 days 00:00:00.862311688,0 days 00:00:24.548000,1.0,43.0,0.0,0.0,35.0,0.0,Honda,False,11,116.4722057251455,291,7531.938027081601,12939,36.094963772419526,24.925763154768976,22.2116640931227,42
2,ALO,14,Alpine,13.0,17.0,+1 Lap,0.0,Monaco,2021.0,39.0,0 days 00:01:12.205000,0,0 days 00:01:17.490039473,0 days 00:00:02.399458,0 days 00:00:02.148368421,0 days 00:00:23.803000,1.0,0.0,0.0,45.0,32.0,0.0,Renault,False,14,115.18069248129231,288,7240.9891911153345,12338,37.02761610642594,24.465494714336618,20.631904026606485,42
3,STR,18,Aston Martin,8.0,13.0,+1 Lap,4.0,Monaco,2021.0,22.0,0 days 00:01:11.600000,0,0 days 00:01:16.985040,0 days 00:00:02.154641,0 days 00:00:01.650226666,0 days 00:00:23.474000,1.0,58.0,0.0,0.0,19.0,0.0,Mercedes,False,18,114.9252880389595,291,7195.723007483074,13290,35.86916498396484,0.2227105356930752,21.68903670269628,42
4,TSU,22,AlphaTauri,16.0,16.0,+1 Lap,0.0,Monaco,2021.0,21.0,0 days 00:01:12.096000,0,0 days 00:01:17.812276315,0 days 00:00:02.430730,0 days 00:00:02.470605263,0 days 00:00:24.430000,1.0,64.0,0.0,0.0,13.0,0.0,,False,22,114.9350576077919,294,7416.499554578929,13260,35.39835491150968,21.988953557429625,20.147879795700202,42
5,RIC,3,McLaren,12.0,12.0,+1 Lap,0.0,Monaco,2021.0,32.0,0 days 00:01:11.598000,0,0 days 00:01:17.488973684,0 days 00:00:02.553554,0 days 00:00:02.147302631,0 days 00:00:24.715000,1.0,41.0,0.0,36.0,0.0,0.0,Mercedes,False,3,114.98147048343034,294,7274.898948806272,13093,35.21689036702696,0.23161895712079822,19.913291364770163,42
6,OCO,31,Alpine,9.0,11.0,+1 Lap,2.0,Monaco,2021.0,24.0,0 days 00:01:11.486000,0,0 days 00:01:17.472934210,0 days 00:00:02.090597,0 days 00:00:02.131263157,0 days 00:00:23.935000,1.0,0.0,0.0,40.0,37.0,0.0,Renault,False,31,115.05737023399453,285,7178.618214752346,12560,37.498426178881104,17.68618600783941,21.983014609811143,42
7,VER,33,Red Bull Racing,1.0,2.0,Finished,25.0,Monaco,2021.0,23.0,0 days 00:01:10.576000,0,0 days 00:01:16.036805194,0 days 00:00:02.095808,0 days 00:00:00.695584415,0 days 00:00:23.746000,1.0,44.0,0.0,0.0,34.0,0.0,Honda,False,33,116.80968642356575,275,7353.3931286376055,12453,35.38834778477254,22.78774201211545,19.533198717187314,42
8,NOR,4,McLaren,3.0,5.0,Finished,15.0,Monaco,2021.0,21.0,0 days 00:01:10.620000,0,0 days 00:01:16.240493506,0 days 00:00:02.161397,0 days 00:00:00.899272727,0 days 00:00:23.874000,1.0,48.0,0.0,0.0,30.0,0.0,Mercedes,False,4,116.59956645682385,291,7335.364146573227,12870,37.279635348616225,0.17222948093597815,21.852357762204537,42
9,HAM,44,Mercedes,7.0,7.0,Finished,7.0,Monaco,2021.0,35.0,0 days 00:01:11.095000,1,0 days 00:01:16.845051948,0 days 00:00:02.781018,0 days 00:00:01.503831168,0 days 00:00:24.013500,2.0,38.0,0.0,0.0,40.0,0.0,Mercedes,False,44,116.48206437819218,289,7005.834897256206,12686,38.6271528685117,20.61705665756028,21.451478797957,42
10,VET,5,Aston Martin,5.0,8.0,Finished,10.0,Monaco,2021.0,34.0,0 days 00:01:11.309000,0,0 days 00:01:16.629558441,0 days 00:00:02.069031,0 days 00:00:01.288337662,0 days 00:00:24.369000,1.0,47.0,0.0,0.0,31.0,0.0,Mercedes,False,5,116.3454685829671,288,7181.311883834184,13286,36.50308825276161,2.9961990735241715,21.017935621807815,42
11,SAI,55,Ferrari,2.0,4.0,Finished,18.0,Monaco,2021.0,27.0,0 days 00:01:10.611000,0,0 days 00:01:16.117675324,0 days 00:00:02.256693,0 days 00:00:00.776454545,0 days 00:00:24.150000,1.0,46.0,0.0,0.0,32.0,0.0,Ferrari,False,55,116.59059864591994,288,7280.495783347191,12664,41.23939897850101,2.396365364057489,25.929445302292436,42
12,LAT,6,Williams,15.0,18.0,+1 Lap,0.0,Monaco,2021.0,25.0,0 days 00:01:12.366000,0,0 days 00:01:17.811381578,0 days 00:00:02.436662,0 days 00:00:02.469710526,0 days 00:00:23.703000,1.0,34.0,0.0,43.0,0.0,0.0,Mercedes,False,6,115.12617294215465,292,7273.795492338758,13117,36.947113671457416,22.374985152630956,24.14479154293859,42
13,RUS,63,Williams,14.0,15.0,+1 Lap,0.0,Monaco,2021.0,22.0,0 days 00:01:11.830000,0,0 days 00:01:17.812105263,0 days 00:00:02.618392,0 days 00:00:02.470434210,0 days 00:00:23.928000,1.0,46.0,0.0,31.0,0.0,0.0,Mercedes,False,63,115.03821712792494,291,7258.939897850101,12792,36.638793205843925,22.493764105000594,22.20869461931346,42
14,RAI,7,Alfa Romeo Racing,11.0,14.0,+1 Lap,0.0,Monaco,2021.0,41.0,0 days 00:01:11.642000,0,0 days 00:01:17.468723684,0 days 00:00:02.328480,0 days 00:00:02.127052631,0 days 00:00:24.077000,1.0,34.0,0.0,43.0,0.0,0.0,Ferrari,False,7,115.01787623233163,290,7213.078097161183,12847,40.07189096092173,2.8714811735360493,25.629528447559093,42
15,BOT,77,Mercedes,19.0,3.0,Wheel nut,0.0,Monaco,2021.0,31.0,0 days 00:01:10.601000,0,0 days 00:01:16.570785714,0 days 00:00:00.500919,0 days 00:00:00.310821428,0 days 00:00:00,0.0,0.0,0.0,0.0,30.0,0.0,Mercedes,False,77,45.116225204893695,287,2912.2025775032666,12773,61.44892505048105,45.242902957595916,54.89666231143842,42
16,MAZ,9,Haas F1 Team,17.0,19.0,+3 Laps,0.0,Monaco,2021.0,22.0,0 days 00:01:12.958000,0,0 days 00:01:19.416040540,0 days 00:00:02.855447,0 days 00:00:04.057770270,0 days 00:00:25.202000,1.0,41.0,0.0,0.0,34.0,0.0,Ferrari,False,9,112.33801520370591,289,7121.382794868749,12493,30.21697945124124,16.783465969830146,0.0,42
17,GIO,99,Alfa Romeo Racing,10.0,10.0,+1 Lap,1.0,Monaco,2021.0,27.0,0 days 00:01:11.409000,0,0 days 00:01:17.489592105,0 days 00:00:02.351294,0 days 00:00:02.147921052,0 days 00:00:24.521000,1.0,44.0,0.0,0.0,33.0,0.0,Ferrari,False,99,115.2761907589975,293,7395.50326642119,13185,39.92148711248367,3.6346359425109873,26.612424278417862,42
18,GIO,99,Alfa Romeo Racing,10.0,10.0,+1 Lap,1.0,Monaco,2021.0,27.0,0 days 00:01:11.409000,0,0 days 00:01:17.489592105,0 days 00:00:02.351294,0 days 00:00:02.147921052,0 days 00:00:24.521000,1.0,44.0,0.0,0.0,33.0,0.0,Ferrari,False,99,115.2761907589975,293,7395.50326642119,13185,39.92148711248367,3.6346359425109873,26.612424278417862,42
0,GAS,10,AlphaTauri,3.0,4.0,Finished,15.0,Azerbaijan,2021.0,24.0,0 days 00:01:41.565000,0,0 days 00:01:48.837627906,0 days 00:00:06.761666,0 days 00:00:01.596860465,0 days 00:11:19.023667,3.0,37.0,0.0,0.0,14.0,0.0,,False,10,110.26436458918211,337,6466.090024330901,12954,36.2766470147857,0.07018528916339135,13.665075800112298,43
1,PER,11,Red Bull Racing,1.0,6.0,Finished,25.0,Azerbaijan,2021.0,31.0,0 days 00:01:41.630000,0,0 days 00:01:48.150651162,0 days 00:00:06.891149,0 days 00:00:00.909883720,0 days 00:11:18.539000,3.0,35.0,0.0,0.0,16.0,0.0,Honda,False,11,108.46153846153847,342,6206.473352985215,12853,36.2705174995321,1.5768294965375258,16.446752760621376,43
2,ALO,14,Alpine,6.0,8.0,Finished,8.0,Azerbaijan,2021.0,39.0,0 days 00:01:42.195000,0,0 days 00:01:51.927022222,0 days 00:00:10.857643,0 days 00:00:03.983200,0 days 00:08:37.527250,4.0,27.0,0.0,0.0,24.0,0.0,Renault,False,14,110.31562324536777,337,6297.743425977915,12415,36.048404454426354,27.985214299082912,13.768014224218602,43
3,LEC,16,Ferrari,4.0,1.0,Finished,12.0,Azerbaijan,2021.0,23.0,0 days 00:01:41.218000,0,0 days 00:01:49.030744186,0 days 00:00:06.805452,0 days 00:00:01.789976744,0 days 00:11:19.157333,3.0,39.0,0.0,0.0,12.0,0.0,Ferrari,False,16,110.45681265206812,337,6101.066114542392,12414,42.0207046603032,5.654594796930564,22.393786262399402,43
4,STR,18,Aston Martin,19.0,19.0,Accident,0.0,Azerbaijan,2021.0,22.0,0 days 00:01:48.653000,0,0 days 00:01:47.536035714,0 days 00:00:01.219301,0 days 00:00:01.157035714,0 days 00:00:00,0.0,30.0,0.0,0.0,0.0,0.0,Mercedes,False,18,64.20477727868239,344,3404.404150290099,12914,71.24599943851769,47.959947594984094,55.5235822571589,43
5,TSU,22,AlphaTauri,7.0,7.0,Finished,6.0,Azerbaijan,2021.0,21.0,0 days 00:01:41.654000,0,0 days 00:01:49.114674418,0 days 00:00:07.298970,0 days 00:00:01.873906976,0 days 00:11:19.574000,3.0,39.0,0.0,0.0,12.0,0.0,,False,22,110.30062698858319,345,6354.66916994198,13003,38.715772973984656,2.241250233950964,16.78364214860565,43
6,RIC,3,McLaren,9.0,13.0,Finished,2.0,Azerbaijan,2021.0,32.0,0 days 00:01:42.304000,0,0 days 00:01:50.641431818,0 days 00:00:10.149597,0 days 00:00:03.180863636,0 days 00:11:23.413000,3.0,37.0,0.0,0.0,14.0,0.0,Mercedes,False,3,110.36561856634849,343,6290.441933370766,12707,34.03333801235261,5.556335392101816,12.025079543327719,43
7,OCO,31,Alpine,20.0,12.0,Turbo,0.0,Azerbaijan,2021.0,24.0,0 days 00:01:42.273000,0,0 days 00:02:00.828000,0 days 00:00:14.111023,0 days 00:00:12.292500,0 days 00:00:00,0.0,0.0,0.0,0.0,3.0,0.0,Renault,False,31,8.392944038929441,327,560.8741577765301,12205,82.07505146921206,76.15805727119596,78.00159086655437,43
8,VER,33,Red Bull Racing,18.0,3.0,Accident,0.0,Azerbaijan,2021.0,23.0,0 days 00:01:41.563000,1,0 days 00:01:47.298350,0 days 00:00:04.990593,0 days 00:00:00.583925,0 days 00:00:19.769000,1.0,34.0,0.0,0.0,12.0,0.0,Honda,False,33,97.86505708403519,345,5369.623596294216,12491,61.104552685757064,29.023956578701103,40.81040613887329,43
9,NOR,4,McLaren,5.0,9.0,Finished,10.0,Azerbaijan,2021.0,21.0,0 days 00:01:41.747000,0,0 days 00:01:49.360813953,0 days 00:00:07.895940,0 days 00:00:02.475046511,0 days 00:11:22.269333,3.0,41.0,0.0,0.0,10.0,0.0,Mercedes,False,4,110.32058300580198,343,6500.3589977540705,13166,34.777302077484556,0.2994572337638031,13.810125397716638,43
10,HAM,44,Mercedes,15.0,2.0,Finished,0.0,Azerbaijan,2021.0,35.0,0 days 00:01:41.450000,0,0 days 00:01:48.471744186,0 days 00:00:07.219347,0 days 00:00:01.230976744,0 days 00:11:19.608333,3.0,37.0,0.0,0.0,14.0,0.0,Mercedes,False,44,109.88884989706158,347,5987.568875163765,12901,35.99008047913157,24.791783642148605,16.919333707654875,43
11,MSC,47,Haas F1 Team,13.0,17.0,Finished,0.0,Azerbaijan,2021.0,22.0,0 days 00:01:44.158000,0,0 days 00:01:51.951568181,0 days 00:00:08.317996,0 days 00:00:04.584886363,0 days 00:07:08.604400,5.0,26.0,0.0,0.0,25.0,0.0,Ferrari,False,47,110.70311622683886,339,6144.686505708403,12576,32.43765206812652,0.3556054650945162,15.029009919520869,43
12,VET,5,Aston Martin,2.0,11.0,Finished,18.0,Azerbaijan,2021.0,34.0,0 days 00:01:42.224000,0,0 days 00:01:48.799372093,0 days 00:00:07.045214,0 days 00:00:01.558604651,0 days 00:11:18.400667,3.0,30.0,0.0,0.0,21.0,0.0,Mercedes,False,5,110.15057084035186,345,6217.0949840913345,13260,34.89848867677335,0.021055586749017405,15.17405951712521,43
13,SAI,55,Ferrari,8.0,5.0,Finished,4.0,Azerbaijan,2021.0,27.0,0 days 00:01:41.576000,0,0 days 00:01:49.933976744,0 days 00:00:08.585480,0 days 00:00:02.762279069,0 days 00:11:22.635667,3.0,38.0,0.0,0.0,13.0,0.0,Ferrari,False,55,110.51855231143553,343,6210.53464813775,12807,39.62598259404829,3.7666105184353356,20.423919146546883,43
14,LAT,6,Williams,16.0,16.0,Finished,0.0,Azerbaijan,2021.0,25.0,0 days 00:01:43.128000,0,0 days 00:01:51.754644444,0 days 00:00:08.563817,0 days 00:00:03.810822222,0 days 00:17:15.162000,2.0,39.0,0.0,9.0,3.0,0.0,Mercedes,False,6,110.46378439079169,333,6128.787198203257,13101,34.46546883773161,0.07252479880217107,15.630263896687255,43
15,RUS,63,Williams,17.0,15.0,Gearbox,0.0,Azerbaijan,2021.0,22.0,0 days 00:01:42.728000,0,0 days 00:01:51.345604651,0 days 00:00:09.073981,0 days 00:00:03.534976744,0 days 00:08:44.402250,4.0,46.0,0.0,1.0,1.0,0.0,Mercedes,False,63,104.15651319483436,341,5775.456438330526,12913,37.422562230956395,4.166666666666666,16.561388732921582,43
16,RAI,7,Alfa Romeo Racing,10.0,14.0,Finished,1.0,Azerbaijan,2021.0,41.0,0 days 00:01:42.587000,0,0 days 00:01:51.939755555,0 days 00:00:10.383595,0 days 00:00:03.995933333,0 days 00:11:23.849667,3.0,35.0,0.0,13.0,3.0,0.0,Ferrari,False,7,110.48949560172188,346,6083.423615010294,12785,36.69312652068127,1.4926071495414561,17.062043795620436,43
17,BOT,77,Mercedes,12.0,10.0,Finished,0.0,Azerbaijan,2021.0,31.0,0 days 00:01:42.106000,0,0 days 00:01:49.394581395,0 days 00:00:06.649892,0 days 00:00:02.508813953,0 days 00:11:32.310333,3.0,36.0,0.0,0.0,15.0,0.0,Mercedes,False,77,110.30268575706532,342,6048.337591240876,13361,35.541479505895566,0.2737226277372263,15.590492232827998,43
18,MAZ,9,Haas F1 Team,14.0,18.0,Finished,0.0,Azerbaijan,2021.0,22.0,0 days 00:01:44.238000,0,0 days 00:01:53.658545454,0 days 00:00:09.126506,0 days 00:00:06.392250,0 days 00:05:33.159333,6.0,25.0,0.0,0.0,26.0,0.0,Ferrari,False,9,110.557130825379,332,6214.894277559423,12376,32.54660303200449,25.271383118098445,15.581134194272881,43
19,GIO,99,Alfa Romeo Racing,11.0,20.0,Finished,0.0,Azerbaijan,2021.0,27.0,0 days 00:01:48.653000,0,0 days 00:01:51.855177777,0 days 00:00:10.412482,0 days 00:00:03.911355555,0 days 00:08:38.200000,4.0,46.0,0.0,0.0,5.0,0.0,Ferrari,False,99,110.43622496724687,341,6202.4332303949095,12653,41.03251918397904,5.869829683698296,21.19127830806663,43
20,GIO,99,Alfa Romeo Racing,11.0,20.0,Finished,0.0,Azerbaijan,2021.0,27.0,0 days 00:01:48.653000,0,0 days 00:01:51.855177777,0 days 00:00:10.412482,0 days 00:00:03.911355555,0 days 00:08:38.200000,4.0,46.0,0.0,0.0,5.0,0.0,Ferrari,False,99,110.43622496724687,341,6202.4332303949095,12653,41.03251918397904,5.869829683698296,21.19127830806663,43
0,GAS,10,AlphaTauri,7.0,6.0,Finished,6.0,France,2021.0,24.0,0 days 00:01:30.868000,0,0 days 00:01:40.237326923,0 days 00:00:03.187795,0 days 00:00:02.369173076,0 days 00:00:30.781000,1.0,36.0,0.0,17.0,0.0,0.0,,False,10,151.9281060435857,336,7814.025772699554,13066,47.24800205411304,0.6258625669993901,15.235741566903105,44
1,PER,11,Red Bull Racing,3.0,4.0,Finished,15.0,France,2021.0,31.0,0 days 00:01:30.445000,0,0 days 00:01:38.967769230,0 days 00:00:02.988368,0 days 00:00:01.099615384,0 days 00:00:29.682000,1.0,29.0,0.0,24.0,0.0,0.0,Honda,False,11,152.0272811888179,337,7613.214109188946,13040,46.16416856565138,38.036396315434736,14.995025194980261,44
2,ALO,14,Alpine,8.0,9.0,Finished,4.0,France,2021.0,39.0,0 days 00:01:31.340000,0,0 days 00:01:40.245673076,0 days 00:00:03.305303,0 days 00:00:02.377519230,0 days 00:00:31.288000,1.0,35.0,0.0,18.0,0.0,0.0,Renault,False,14,152.0737234008409,334,7685.409602978464,12500,47.33851140995603,37.57743043296851,13.602079789453414,44
3,LEC,16,Ferrari,16.0,7.0,+1 Lap,0.0,France,2021.0,23.0,0 days 00:01:30.987000,0,0 days 00:01:41.098764705,0 days 00:00:04.274124,0 days 00:00:03.207568627,0 days 00:00:31.083000,2.0,24.0,0.0,28.0,0.0,0.0,Ferrari,False,16,149.14706165548674,332,7456.619282986167,12429,50.61719677761017,3.642841095099015,20.749751259749015,44
4,STR,18,Aston Martin,10.0,19.0,Finished,1.0,France,2021.0,22.0,0 days 00:01:32.122000,0,0 days 00:01:40.436807692,0 days 00:00:03.136024,0 days 00:00:02.568653846,0 days 00:00:30.996000,1.0,34.0,0.0,0.0,19.0,0.0,Mercedes,False,18,151.97657027313284,338,7450.216002824405,13034,45.27964823314183,7.2118625028083585,16.339827326122542,44
5,TSU,22,AlphaTauri,13.0,0.0,+1 Lap,0.0,France,2021.0,21.0,0 days 00:01:37.371000,0,0 days 00:01:40.830254901,0 days 00:00:03.127663,0 days 00:00:02.939058823,0 days 00:00:30.226000,1.0,37.0,0.0,15.0,0.0,0.0,,False,22,146.51859935167056,335,7473.583015052797,12802,66.55416118368264,20.89097153127708,35.41419263728857,44
6,RIC,3,McLaren,6.0,10.0,Finished,8.0,France,2021.0,32.0,0 days 00:01:31.382000,0,0 days 00:01:40.197634615,0 days 00:00:02.971588,0 days 00:00:02.329480769,0 days 00:00:29.951000,1.0,37.0,0.0,16.0,0.0,0.0,Mercedes,False,3,151.89402060532143,337,7758.320858876015,12914,44.996052251500466,4.493372275893058,13.42234489841769,44
7,OCO,31,Alpine,14.0,11.0,+1 Lap,0.0,France,2021.0,24.0,0 days 00:01:31.736000,0,0 days 00:01:40.911666666,0 days 00:00:03.150036,0 days 00:00:03.020470588,0 days 00:00:30.207000,1.0,28.0,0.0,24.0,0.0,0.0,Renault,False,31,149.39259235484803,332,7531.972012709824,12266,46.366113553936515,0.08344834226658536,14.969348781975159,44
8,VER,33,Red Bull Racing,1.0,1.0,Finished,26.0,France,2021.0,23.0,0 days 00:01:29.990000,1,0 days 00:01:38.835211538,0 days 00:00:03.915694,0 days 00:00:00.967057692,0 days 00:00:29.963000,2.0,14.0,0.0,39.0,0.0,0.0,Honda,False,33,152.04406714382,338,7576.949192797766,12867,46.29226177103059,0.728568219019803,15.531020316461792,44
9,NOR,4,McLaren,5.0,8.0,Finished,10.0,France,2021.0,21.0,0 days 00:01:31.252000,0,0 days 00:01:39.966653846,0 days 00:00:03.205124,0 days 00:00:02.098500,0 days 00:00:30.531000,1.0,29.0,0.0,24.0,0.0,0.0,Mercedes,False,4,152.11769425811215,349,7771.1966813236195,12972,45.91526783708316,0.14763937477934333,15.569534935969445,44
10,HAM,44,Mercedes,2.0,2.0,Finished,18.0,France,2021.0,35.0,0 days 00:01:30.248000,0,0 days 00:01:38.919519230,0 days 00:00:02.914878,0 days 00:00:01.051365384,0 days 00:00:30.263000,1.0,34.0,0.0,19.0,0.0,0.0,Mercedes,False,44,152.23128029014347,327,7290.480373591809,12818,47.1242738389447,0.2984883011843245,14.914786404339313,44
11,MSC,47,Haas F1 Team,19.0,15.0,+1 Lap,0.0,France,2021.0,22.0,0 days 00:01:32.942000,0,0 days 00:01:41.636176470,0 days 00:00:03.576087,0 days 00:00:03.744980392,0 days 00:00:31.457000,1.0,37.0,0.0,15.0,0.0,0.0,Ferrari,False,47,148.51266168116314,331,7525.213274705524,12554,43.1134576499663,0.568090637737908,15.98998619892801,44
12,VET,5,Aston Martin,9.0,12.0,Finished,2.0,France,2021.0,34.0,0 days 00:01:31.767000,0,0 days 00:01:40.242096153,0 days 00:00:03.131759,0 days 00:00:02.373942307,0 days 00:00:31.069000,1.0,37.0,0.0,16.0,0.0,0.0,Mercedes,False,5,151.9418108290272,337,7421.668132361909,12974,45.864974163109416,4.281541868600956,16.192187951343197,44
13,SAI,55,Ferrari,11.0,5.0,Finished,0.0,France,2021.0,27.0,0 days 00:01:30.840000,0,0 days 00:01:40.698000,0 days 00:00:02.983669,0 days 00:00:02.829846153,0 days 00:00:30.534000,1.0,36.0,0.0,17.0,0.0,0.0,Ferrari,False,55,152.08161889783997,332,7614.373848573355,12453,51.7197419520493,4.005520428796097,20.19449882851366,44
14,LAT,6,Williams,18.0,16.0,+1 Lap,0.0,France,2021.0,25.0,0 days 00:01:33.062000,0,0 days 00:01:41.078294117,0 days 00:00:03.130146,0 days 00:00:03.187098039,0 days 00:00:29.775000,1.0,34.0,0.0,18.0,0.0,0.0,Mercedes,False,6,149.3619411368232,330,7426.504220560388,13117,46.60618801553423,1.0302660718297654,17.809801970664697,44
15,RUS,63,Williams,12.0,14.0,+1 Lap,0.0,France,2021.0,22.0,0 days 00:01:32.065000,0,0 days 00:01:40.752921568,0 days 00:00:02.993786,0 days 00:00:02.861725490,0 days 00:00:30.092000,1.0,35.0,0.0,17.0,0.0,0.0,Mercedes,False,63,149.25040921783227,337,7518.027762621562,12644,45.431331642969475,0.7381968738967166,16.11194916070225,44
16,RAI,7,Alfa Romeo Racing,17.0,17.0,+1 Lap,0.0,France,2021.0,41.0,0 days 00:01:33.354000,0,0 days 00:01:41.075843137,0 days 00:00:03.416765,0 days 00:00:03.184647058,0 days 00:00:31.327000,1.0,33.0,0.0,19.0,0.0,0.0,Ferrari,False,7,149.48027730526044,335,7481.495522675482,12916,47.49301922521424,1.51169881567545,19.60394132939628,44
17,BOT,77,Mercedes,4.0,3.0,Finished,12.0,France,2021.0,31.0,0 days 00:01:30.376000,0,0 days 00:01:39.106826923,0 days 00:00:02.961235,0 days 00:00:01.238673076,0 days 00:00:30.572000,1.0,36.0,0.0,17.0,0.0,0.0,Mercedes,False,77,152.051577494624,329,7370.113714414097,12867,46.01941778733511,36.15880861443656,15.434733767692654,44
