,Abbreviation,DriverNumber,TeamName,Position,GridPosition,Status,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLapPoint,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,PrevPodiumRace,Rain,Driver,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID
18,KUB,88,Williams,18.0,20.0,+1 Lap,0.0,Monaco,2019.0,34.0,0 days 00:01:13.751000,0.0,0 days 00:01:21.447500,0 days 00:00:06.520567,0 days 00:00:04.038684210,0 days 00:00:23.946000,1.0,56.0,0.0,21.0,0.0,0.0,Mercedes,2,True,88,111.55805529614851,295,7201.534227580157,12705,34.86504230693041,19.594193055437643,26.298214336248126,6
19,GIO,99,Alfa Romeo Racing,19.0,18.0,+2 Laps,0.0,Monaco,2019.0,25.0,0 days 00:01:11.976000,0.0,0 days 00:01:21.554133333,0 days 00:00:07.046792,0 days 00:00:04.126253333,0 days 00:00:35.651000,1.0,0.0,0.0,32.0,44.0,0.0,Ferrari,0,True,99,110.36324532359849,296,7171.451283357387,12818,43.356510173472564,9.508447236607521,32.17024648385545,6
0,GAS,10,Red Bull Racing,8.0,5.0,+1 Lap,4.0,Canada,2019.0,22.0,0 days 00:01:11.079000,0.0,0 days 00:01:17.580323529,0 days 00:00:02.151928,0 days 00:00:01.875602941,0 days 00:00:23.485000,1.0,62.0,0.0,0.0,7.0,0.0,Honda,0,False,10,146.0579612305912,335,7635.287748738226,12632,46.77587038287202,35.522551194264956,15.051274632719325,7
1,PER,11,Racing Point,12.0,15.0,+1 Lap,0.0,Canada,2019.0,29.0,0 days 00:01:12.197000,0.0,0 days 00:01:17.987104477,0 days 00:00:02.387334,0 days 00:00:02.274970149,0 days 00:00:24.076000,1.0,58.0,0.0,11.0,0.0,0.0,Mercedes,1,False,11,146.0363905230334,336,7634.330086475713,13250,47.798405503584405,0.5111389719355772,16.822580126659595,7
2,LEC,16,Ferrari,3.0,3.0,Finished,15.0,Canada,2019.0,21.0,0 days 00:01:10.920000,0.0,0 days 00:01:16.352405797,0 days 00:00:02.351712,0 days 00:00:00.660536231,0 days 00:00:23.732000,1.0,37.0,0.0,33.0,0.0,0.0,Ferrari,0,False,16,148.49390812357348,330,7494.802938245411,12233,57.53293470922944,6.776609766290545,22.84051821133507,7
3,STR,18,Racing Point,9.0,17.0,+1 Lap,2.0,Canada,2019.0,20.0,0 days 00:01:12.266000,0.0,0 days 00:01:17.759735294,0 days 00:00:02.113704,0 days 00:00:02.055014705,0 days 00:00:23.727000,1.0,45.0,0.0,24.0,0.0,0.0,Mercedes,0,False,18,146.0433342977465,339,7645.530684411869,13122,46.00974057286141,1.8034525990934518,14.794097791493876,7
4,MAG,20,Haas F1 Team,17.0,0.0,+2 Laps,0.0,Canada,2019.0,27.0,0 days 00:01:11.786000,0.0,0 days 00:01:19.251268656,0 days 00:00:02.186537,0 days 00:00:03.507343283,0 days 00:00:24.381000,1.0,39.0,0.0,29.0,0.0,0.0,Ferrari,0,False,20,142.1935577201273,332,7401.2742148069565,12743,63.60021860031504,19.584016459317837,34.10164914649435,7
5,ALB,23,Toro Rosso,19.0,13.0,Collision damage,0.0,Canada,2019.0,23.0,0 days 00:01:12.020000,0.0,0 days 00:01:18.621706896,0 days 00:00:01.097808,0 days 00:00:02.721431034,0 days 00:00:37.950000,1.0,59.0,0.0,1.0,0.0,0.0,Honda,0,False,23,125.527598289774,331,6528.326807470988,12607,50.923843507892116,9.145851416079982,23.939949207573857,7
6,KVY,26,Toro Rosso,10.0,10.0,+1 Lap,1.0,Canada,2019.0,25.0,0 days 00:01:11.921000,0.0,0 days 00:01:17.835867647,0 days 00:00:02.275333,0 days 00:00:02.131147058,0 days 00:00:23.825000,1.0,57.0,0.0,12.0,0.0,0.0,Honda,0,False,26,146.09261580994632,332,7499.109428745942,12519,50.0419519722249,1.6941524415726363,16.09284083968239,7
7,HUL,27,Renault,7.0,7.0,+1 Lap,6.0,Canada,2019.0,31.0,0 days 00:01:11.324000,0.0,0 days 00:01:17.422485294,0 days 00:00:02.158843,0 days 00:00:01.717764705,0 days 00:00:24.030000,1.0,53.0,0.0,0.0,16.0,0.0,Renault,0,False,27,146.2863985598097,329,7449.716044620182,12342,49.10441379753753,0.8872601022277944,14.340823608834025,7
8,RIC,3,Renault,6.0,4.0,+1 Lap,8.0,Canada,2019.0,30.0,0 days 00:01:11.071000,0.0,0 days 00:01:17.439367647,0 days 00:00:02.148049,0 days 00:00:01.734647058,0 days 00:00:23.927000,1.0,61.0,0.0,0.0,8.0,0.0,Renault,2,False,3,146.14832674317677,334,7533.30748706079,12237,49.084771916288936,0.707236313369981,13.550004822065773,7
9,VER,33,Red Bull Racing,5.0,9.0,Finished,10.0,Canada,2019.0,21.0,0 days 00:01:11.619000,0.0,0 days 00:01:17.058382352,0 days 00:00:02.123788,0 days 00:00:01.362514705,0 days 00:00:23.426000,1.0,48.0,0.0,22.0,0.0,0.0,Honda,1,False,33,148.05786478927573,333,7535.510753206674,12655,46.99585302343524,36.40981129649275,14.520847397691838,7
10,NOR,4,McLaren,20.0,8.0,Suspension,0.0,Canada,2019.0,19.0,0 days 00:01:11.735000,0.0,0 days 00:01:19.740857142,0 days 00:00:03.051529,0 days 00:00:02.942714285,0 days 00:00:00,0.0,0.0,0.0,0.0,8.0,0.0,Renault,0,False,4,18.64223486675025,316,1114.7084579033658,12043,50.24168193654162,42.379528723438455,44.85485582023338,7
11,HAM,44,Mercedes,1.0,2.0,Finished,25.0,Canada,2019.0,33.0,0 days 00:01:10.446000,0.0,0 days 00:01:16.305304347,0 days 00:00:02.287589,0 days 00:00:00.613434782,0 days 00:00:23.662000,1.0,42.0,0.0,28.0,0.0,0.0,Mercedes,7,False,44,148.32172822837305,331,7567.780306683383,12993,48.58195904458803,0.16716494679654098,15.527051788986402,7
12,VET,5,Ferrari,2.0,1.0,Finished,18.0,Canada,2019.0,32.0,0 days 00:01:10.240000,0.0,0 days 00:01:16.303275362,0 days 00:00:02.256919,0 days 00:00:00.611405797,0 days 00:00:23.782000,1.0,44.0,0.0,26.0,0.0,0.0,Ferrari,5,False,5,148.3369981033208,327,7689.409489825442,12924,57.37216703635838,7.4742019481145725,22.792297553605298,7
13,SAI,55,McLaren,11.0,11.0,+1 Lap,0.0,Canada,2019.0,25.0,0 days 00:01:11.572000,0.0,0 days 00:01:17.861102941,0 days 00:00:02.340848,0 days 00:00:02.156382352,0 days 00:00:24.727000,1.0,65.0,0.0,0.0,4.0,0.0,Renault,0,False,55,145.99627093580224,335,7418.734786382486,12214,49.785514514417976,0.6847333397627543,16.03497605040666,7
14,RUS,63,Williams,16.0,18.0,+2 Laps,0.0,Canada,2019.0,20.0,0 days 00:01:13.617000,0.0,0 days 00:01:19.210044776,0 days 00:00:02.602962,0 days 00:00:03.466119402,0 days 00:00:23.686000,1.0,59.0,0.0,9.0,0.0,0.0,Mercedes,0,False,63,144.04632397852572,332,7601.993731314496,12744,47.743755424823995,0.9258366284116115,17.947728807020926,7
15,RAI,7,Alfa Romeo Racing,15.0,16.0,+1 Lap,0.0,Canada,2019.0,39.0,0 days 00:01:12.230000,0.0,0 days 00:01:18.285279411,0 days 00:00:03.333469,0 days 00:00:02.580558823,0 days 00:00:25.004000,2.0,52.0,0.0,6.0,11.0,0.0,Ferrari,2,False,7,146.29430674767738,334,7554.306072588163,12956,56.03822290802713,6.535506477641688,21.850387372617096,7
16,BOT,77,Mercedes,4.0,6.0,Finished,13.0,Canada,2019.0,29.0,0 days 00:01:11.095000,1.0,0 days 00:01:16.979768115,0 days 00:00:02.948002,0 days 00:00:01.287898550,0 days 00:00:23.725000,2.0,37.0,0.0,30.0,3.0,0.0,Mercedes,4,False,77,147.92477577394155,338,7667.39962066416,13213,49.073231105538945,0.37612113029221717,15.449898736618767,7
17,GRO,8,Haas F1 Team,14.0,14.0,+1 Lap,0.0,Canada,2019.0,33.0,0 days 00:01:12.109000,0.0,0 days 00:01:18.263411764,0 days 00:00:02.502981,0 days 00:00:02.558691176,0 days 00:00:24.071000,1.0,35.0,0.0,34.0,0.0,0.0,Ferrari,1,False,8,146.54171086893626,331,7639.900118944289,12805,45.24618253126306,36.87594432121388,14.977336290867008,7
18,KUB,88,Williams,18.0,19.0,+3 Laps,0.0,Canada,2019.0,34.0,0 days 00:01:14.393000,0.0,0 days 00:01:20.044590909,0 days 00:00:03.361899,0 days 00:00:04.286969696,0 days 00:00:24.164500,2.0,58.0,0.0,9.0,0.0,0.0,Mercedes,1,False,88,141.97502169929598,331,7546.437264924293,12687,47.8569775291735,0.39219468286880765,17.50409875590703,7
19,GIO,99,Alfa Romeo Racing,13.0,12.0,+1 Lap,0.0,Canada,2019.0,25.0,0 days 00:01:12.122000,0.0,0 days 00:01:18.296602941,0 days 00:00:02.551945,0 days 00:00:02.591882352,0 days 00:00:23.884000,1.0,33.0,0.0,36.0,0.0,0.0,Ferrari,0,False,99,146.3516893303758,330,7552.386954704729,12653,56.83090622689427,7.67994342109493,22.477255923104124,7
0,GAS,10,Red Bull Racing,10.0,9.0,+1 Lap,1.0,France,2019.0,22.0,0 days 00:01:30.184000,0.0,0 days 00:01:37.614921568,0 days 00:00:03.375346,0 days 00:00:02.816686274,0 days 00:00:30.228000,1.0,35.0,0.0,0.0,17.0,0.0,Honda,0,False,10,154.8482028346871,332,7723.511526192903,12883,46.612351606432306,0.003288500115097504,12.943536453023777,8
1,PER,11,Racing Point,12.0,14.0,+1 Lap,0.0,France,2019.0,29.0,0 days 00:01:30.738000,0.0,0 days 00:01:37.663862745,0 days 00:00:04.138827,0 days 00:00:02.865627450,0 days 00:00:37.286000,1.0,34.0,0.0,18.0,0.0,0.0,Mercedes,0,False,11,154.51442007300471,336,7639.790029267651,13283,46.024795290867836,33.89128218619488,15.544740044065902,8
2,LEC,16,Ferrari,3.0,3.0,Finished,15.0,France,2019.0,21.0,0 days 00:01:28.965000,0.0,0 days 00:01:35.879403846,0 days 00:00:03.371620,0 days 00:00:01.120750,0 days 00:00:30.203000,1.0,32.0,0.0,21.0,0.0,0.0,Ferrari,0,False,16,157.61346969647144,333,7548.452431845835,12155,54.68663882403236,4.166529645828538,18.751027656285967,8
3,STR,18,Racing Point,13.0,17.0,+1 Lap,0.0,France,2019.0,20.0,0 days 00:01:31.726000,0.0,0 days 00:01:37.679980392,0 days 00:00:03.558107,0 days 00:00:02.881745098,0 days 00:00:30.849000,1.0,39.0,0.0,13.0,0.0,0.0,Mercedes,0,False,18,154.66953862343385,341,7793.788253477589,13267,44.620770166726956,8.000920780032228,14.068203492387122,8
4,MAG,20,Haas F1 Team,17.0,15.0,+1 Lap,0.0,France,2019.0,27.0,0 days 00:01:31.166000,0.0,0 days 00:01:38.412862745,0 days 00:00:03.387573,0 days 00:00:03.614627450,0 days 00:00:30.832000,1.0,36.0,0.0,16.0,0.0,0.0,Ferrari,0,False,20,154.64365812752803,341,7577.916669407084,12733,48.88838830609359,2.545299089085468,18.188694136604294,8
5,ALB,23,Toro Rosso,15.0,11.0,+1 Lap,0.0,France,2019.0,23.0,0 days 00:01:30.461000,0.0,0 days 00:01:37.959509803,0 days 00:00:03.430919,0 days 00:00:03.161274509,0 days 00:00:30.279000,1.0,27.0,0.0,25.0,0.0,0.0,Honda,0,False,23,153.9746456641126,339,7586.422901114802,12431,47.74741030615936,0.006577000230195008,15.222467032786346,8
6,KVY,26,Toro Rosso,14.0,19.0,+1 Lap,0.0,France,2019.0,25.0,0 days 00:01:31.564000,0.0,0 days 00:01:37.851705882,0 days 00:00:03.566297,0 days 00:00:03.053470588,0 days 00:00:30.233000,1.0,32.0,0.0,20.0,0.0,0.0,Honda,0,False,26,154.6005458910191,346,7658.249860238745,12568,47.49505080732678,0.006577000230195008,12.982998454404946,8
7,HUL,27,Renault,8.0,13.0,+1 Lap,4.0,France,2019.0,31.0,0 days 00:01:30.544000,0.0,0 days 00:01:37.437509803,0 days 00:00:03.341129,0 days 00:00:02.639274509,0 days 00:00:30.884000,1.0,34.0,0.0,18.0,0.0,0.0,Renault,0,False,27,154.90907297181755,338,7659.215561182545,12344,48.24821598868756,0.2597915090927028,12.831727449110462,8
8,RIC,3,Renault,11.0,8.0,+1 Lap,0.0,France,2019.0,30.0,0 days 00:01:29.918000,0.0,0 days 00:01:37.429470588,0 days 00:00:03.313181,0 days 00:00:02.631235294,0 days 00:00:31.031000,1.0,36.0,0.0,16.0,0.0,0.0,Renault,0,False,3,154.63573284225066,337,7764.229044033016,12311,48.41329869446545,38.712223354927815,11.762964911703772,8
9,VER,33,Red Bull Racing,4.0,4.0,Finished,12.0,France,2019.0,21.0,0 days 00:01:29.409000,0.0,0 days 00:01:36.156365384,0 days 00:00:03.353830,0 days 00:00:01.397711538,0 days 00:00:30.118000,1.0,33.0,0.0,20.0,0.0,0.0,Honda,1,False,33,157.09944424348055,330,7693.3667006478345,12749,48.09464303331251,0.003288500115097504,13.38419546844684,8
10,NOR,4,McLaren,9.0,5.0,+1 Lap,2.0,France,2019.0,19.0,0 days 00:01:29.418000,0.0,0 days 00:01:37.534392156,0 days 00:00:03.199033,0 days 00:00:02.736156862,0 days 00:00:30.576000,1.0,34.0,0.0,18.0,0.0,0.0,Renault,0,False,4,154.3826169883916,339,7663.598178170936,12239,47.82873491400572,0.003288500115097504,13.423657469828013,8
11,HAM,44,Mercedes,1.0,1.0,Finished,25.0,France,2019.0,33.0,0 days 00:01:28.319000,0.0,0 days 00:01:35.560903846,0 days 00:00:03.171590,0 days 00:00:00.802250,0 days 00:00:30.186000,1.0,29.0,0.0,24.0,0.0,0.0,Mercedes,2,False,44,157.36702949784603,330,7515.387549738564,13111,48.140484724916966,0.006577000230195008,12.174027426090959,8
12,VET,5,Ferrari,5.0,7.0,Finished,11.0,France,2019.0,32.0,0 days 00:01:29.506000,1.0,0 days 00:01:36.648653846,0 days 00:00:04.463512,0 days 00:00:01.890000,0 days 00:00:30.256000,2.0,26.0,0.0,25.0,2.0,0.0,Ferrari,0,False,5,157.40175605906146,343,7592.271005294485,12575,57.29455095530928,6.593442730770496,20.43473971521589,8
13,SAI,55,McLaren,6.0,6.0,Finished,8.0,France,2019.0,25.0,0 days 00:01:29.522000,0.0,0 days 00:01:37.300250,0 days 00:00:03.128743,0 days 00:00:02.541596153,0 days 00:00:29.920000,1.0,34.0,0.0,19.0,0.0,0.0,Renault,0,False,55,156.19898714196455,325,7601.1983952119435,12199,48.79538952283863,0.003288500115097504,13.46640797132428,8
14,RUS,63,Williams,19.0,20.0,+2 Laps,0.0,France,2019.0,20.0,0 days 00:01:32.789000,0.0,0 days 00:01:39.952040,0 days 00:00:05.094299,0 days 00:00:05.134520,0 days 00:00:34.722000,2.0,8.0,0.0,43.0,0.0,0.0,Mercedes,0,False,63,151.48041698181459,338,7697.055871616955,12818,46.50606728271236,0.006577000230195008,15.094215528297545,8
15,RAI,7,Alfa Romeo Racing,7.0,12.0,+1 Lap,6.0,France,2019.0,39.0,0 days 00:01:30.533000,0.0,0 days 00:01:37.438843137,0 days 00:00:03.129770,0 days 00:00:02.640607843,0 days 00:00:29.975000,1.0,31.0,0.0,21.0,0.0,0.0,Ferrari,5,False,7,154.53000756355027,342,7607.47170245651,12676,55.61310796145878,6.876253740668881,21.46075175112631,8
16,BOT,77,Mercedes,2.0,2.0,Finished,18.0,France,2019.0,29.0,0 days 00:01:28.605000,0.0,0 days 00:01:35.879235294,0 days 00:00:03.507236,0 days 00:00:01.143843137,0 days 00:00:30.412000,1.0,30.0,0.0,23.0,0.0,0.0,Mercedes,0,False,77,157.58831267059094,317,7561.987174849551,12911,48.30372587063041,0.006577000230195008,13.01917195567102,8
17,GRO,8,Haas F1 Team,20.0,16.0,Retired,0.0,France,2019.0,33.0,0 days 00:01:31.626000,0.0,0 days 00:01:38.359093023,0 days 00:00:03.407150,0 days 00:00:03.450116279,0 days 00:00:30.837000,1.0,31.0,0.0,14.0,0.0,0.0,Ferrari,0,False,8,132.0935907132757,333,6652.2910651451875,12878,49.0337400111809,8.934854812719918,21.69423525929823,8
18,KUB,88,Williams,18.0,18.0,+2 Laps,0.0,France,2019.0,34.0,0 days 00:01:33.205000,0.0,0 days 00:01:39.795280,0 days 00:00:03.243212,0 days 00:00:04.977760,0 days 00:00:29.792000,1.0,27.0,0.0,24.0,0.0,0.0,Mercedes,0,False,88,151.67516195863067,332,7526.836956164293,12633,48.350981617284354,0.5557565194514782,15.73218455062646,8
19,GIO,99,Alfa Romeo Racing,16.0,10.0,+1 Lap,0.0,France,2019.0,25.0,0 days 00:01:30.408000,0.0,0 days 00:01:38.376490196,0 days 00:00:04.631917,0 days 00:00:03.578254901,0 days 00:00:31.269500,2.0,27.0,0.0,18.0,7.0,0.0,Ferrari,0,False,99,154.2785688447499,337,7680.744911046072,12955,55.98750369956263,7.5109342628826985,21.64819625768687,8
0,GAS,10,Red Bull Racing,7.0,8.0,+1 Lap,6.0,Austria,2019.0,22.0,0 days 00:01:03.988000,0.0,0 days 00:01:10.318623188,0 days 00:00:02.318797,0 days 00:00:01.695521739,0 days 00:00:22.239000,1.0,45.0,0.0,0.0,25.0,0.0,Honda,0,False,10,157.4912475594156,326,7610.373325254158,12752,48.99861980744631,41.10954016023699,12.889651922170605,9
1,PER,11,Racing Point,11.0,13.0,+1 Lap,0.0,Austria,2019.0,29.0,0 days 00:01:04.789000,0.0,0 days 00:01:10.543115942,0 days 00:00:02.230237,0 days 00:00:01.920014492,0 days 00:00:22.330000,1.0,42.0,0.0,28.0,0.0,0.0,Mercedes,0,False,11,157.73463273412779,329,7884.5789066181915,13412,49.60620750016832,0.2928701272470208,15.316771022689018,9
2,LEC,16,Ferrari,2.0,1.0,Finished,18.0,Austria,2019.0,21.0,0 days 00:01:03.003000,0.0,0 days 00:01:09.328500,0 days 00:00:02.258417,0 days 00:00:00.714028571,0 days 00:00:21.878000,1.0,49.0,0.0,0.0,22.0,0.0,Ferrari,0,False,16,160.33952736820845,323,7591.484077290783,12650,55.4613546084966,2.753652460782334,17.259139567764088,9
3,STR,18,Racing Point,14.0,14.0,+1 Lap,0.0,Austria,2019.0,20.0,0 days 00:01:04.832000,0.0,0 days 00:01:10.697338235,0 days 00:00:02.276800,0 days 00:00:02.066897058,0 days 00:00:21.982000,1.0,45.0,0.0,25.0,0.0,0.0,Mercedes,0,False,18,157.7247020803878,329,8032.3254898000405,13344,47.558304719585266,13.438362620346059,13.754797010704909,9
4,MAG,20,Haas F1 Team,19.0,10.0,+2 Laps,0.0,Austria,2019.0,27.0,0 days 00:01:04.072000,0.0,0 days 00:01:11.791205882,0 days 00:00:03.687379,0 days 00:00:03.157441176,0 days 00:00:20.592000,3.0,51.0,0.0,0.0,18.0,0.0,Ferrari,0,False,20,155.73241096074867,314,7746.567764088063,12986,50.159294418635966,1.4879148993469333,15.111425301285935,9
5,ALB,23,Toro Rosso,15.0,18.0,+1 Lap,0.0,Austria,2019.0,23.0,0 days 00:01:04.665000,0.0,0 days 00:01:10.675086956,0 days 00:00:02.419022,0 days 00:00:02.051985507,0 days 00:00:21.225000,1.0,35.0,0.0,35.0,0.0,0.0,Honda,0,False,23,157.5527839493705,326,7524.939843802599,12610,50.41530330572948,42.27092169932,14.862317376960885,9
6,KVY,26,Toro Rosso,17.0,16.0,+1 Lap,0.0,Austria,2019.0,25.0,0 days 00:01:05.324000,0.0,0 days 00:01:11.112529411,0 days 00:00:02.734730,0 days 00:00:02.481426470,0 days 00:00:25.091000,1.0,38.0,0.0,32.0,0.0,0.0,Honda,0,False,26,157.62418366659935,322,7724.979263448462,13106,51.7374604457012,0.21881101460984312,12.364505487106982,9
7,HUL,27,Renault,13.0,15.0,+1 Lap,0.0,Austria,2019.0,31.0,0 days 00:01:04.516000,0.0,0 days 00:01:10.575086956,0 days 00:00:02.175981,0 days 00:00:01.951985507,0 days 00:00:21.985000,1.0,44.0,0.0,26.0,0.0,0.0,Renault,0,False,27,157.91826567023497,324,7710.804887901434,12387,51.04605130276712,0.020197939810139363,12.606880764828654,9
8,RIC,3,Renault,12.0,12.0,+1 Lap,0.0,Austria,2019.0,30.0,0 days 00:01:04.647000,0.0,0 days 00:01:10.539318840,0 days 00:00:02.527034,0 days 00:00:01.916217391,0 days 00:00:22.305000,1.0,0.0,0.0,46.0,24.0,0.0,Renault,1,False,3,157.75843263987073,328,7846.864741129738,12450,51.78374739109944,0.1716824883861846,12.034605803541371,9
9,VER,33,Red Bull Racing,1.0,2.0,Finished,26.0,Austria,2019.0,21.0,0 days 00:01:03.439000,1.0,0 days 00:01:09.217042857,0 days 00:00:02.209219,0 days 00:00:00.602571428,0 days 00:00:21.110000,1.0,40.0,0.0,31.0,0.0,0.0,Honda,2,False,33,159.7185417087457,331,7619.5877600484755,12923,49.56736012926682,0.4005924729010974,13.283511748468324,9
10,NOR,4,McLaren,6.0,5.0,+1 Lap,8.0,Austria,2019.0,19.0,0 days 00:01:04.099000,0.0,0 days 00:01:10.249985507,0 days 00:00:02.324817,0 days 00:00:01.626884057,0 days 00:00:21.547000,1.0,0.0,0.0,45.0,25.0,0.0,Renault,0,False,4,157.21261697973475,324,7605.046556251263,12002,51.58196997239615,0.42415673601292664,14.300141385578671,9
11,HAM,44,Mercedes,5.0,4.0,Finished,10.0,Austria,2019.0,33.0,0 days 00:01:03.262000,0.0,0 days 00:01:09.584085714,0 days 00:00:03.206176,0 days 00:00:00.969614285,0 days 00:00:30.067000,1.0,41.0,0.0,30.0,0.0,0.0,Mercedes,3,False,44,160.03531273143471,315,7664.306133441056,12939,48.6930249781189,0.08079175924055745,11.674409210260553,9
12,VET,5,Ferrari,4.0,9.0,Finished,12.0,Austria,2019.0,32.0,0 days 00:01:03.667000,0.0,0 days 00:01:09.500957142,0 days 00:00:03.382246,0 days 00:00:00.886485714,0 days 00:00:23.743500,2.0,29.0,0.0,0.0,42.0,0.0,Ferrari,2,False,5,160.09651248905945,331,7689.668013195987,12885,61.878139096478826,9.24392378644045,22.92802800780987,9
13,SAI,55,McLaren,8.0,19.0,+1 Lap,4.0,Austria,2019.0,25.0,0 days 00:01:04.453000,0.0,0 days 00:01:10.420376811,0 days 00:00:02.203847,0 days 00:00:01.797275362,0 days 00:00:21.266000,1.0,29.0,0.0,41.0,0.0,0.0,Renault,0,False,55,157.23692183397293,333,7570.289234498081,12320,50.71211203123948,0.27267218743688143,15.02053457214031,9
14,RUS,63,Williams,18.0,0.0,+2 Laps,0.0,Austria,2019.0,20.0,0 days 00:01:05.904000,0.0,0 days 00:01:11.395955882,0 days 00:00:02.408452,0 days 00:00:02.762191176,0 days 00:00:22.772000,1.0,42.0,0.0,27.0,0.0,0.0,Mercedes,0,False,63,153.21079916515183,328,7698.807008685114,12746,55.36834309567091,6.35225207028883,21.197737830741264,9
15,RAI,7,Alfa Romeo Racing,9.0,6.0,+1 Lap,2.0,Austria,2019.0,39.0,0 days 00:01:04.056000,0.0,0 days 00:01:10.536304347,0 days 00:00:02.245899,0 days 00:00:01.913202898,0 days 00:00:21.709000,1.0,47.0,0.0,0.0,23.0,0.0,Ferrari,3,False,7,157.97781592944187,320,7700.3059651248905,12797,61.2774860297583,9.981148589510537,24.998316838349155,9
16,BOT,77,Mercedes,3.0,3.0,Finished,15.0,Austria,2019.0,29.0,0 days 00:01:03.537000,0.0,0 days 00:01:09.542414285,0 days 00:00:02.144408,0 days 00:00:00.927942857,0 days 00:00:22.552000,1.0,50.0,0.0,21.0,0.0,0.0,Mercedes,2,False,77,159.98751094055072,317,7657.194539823605,12677,47.005049484952536,0.21207836800646332,11.687874503467313,9
17,GRO,8,Haas F1 Team,16.0,11.0,+1 Lap,0.0,Austria,2019.0,33.0,0 days 00:01:04.490000,0.0,0 days 00:01:10.810884057,0 days 00:00:02.683395,0 days 00:00:02.187782608,0 days 00:00:22.265000,1.0,36.0,0.0,34.0,0.0,0.0,Ferrari,0,False,8,158.10391840032318,321,7831.160068672995,13068,49.72436544805763,43.91032114724298,13.855786709755606,9
18,KUB,88,Williams,20.0,17.0,+3 Laps,0.0,Austria,2019.0,34.0,0 days 00:01:06.206000,0.0,0 days 00:01:12.438597014,0 days 00:00:02.173008,0 days 00:00:03.794223880,0 days 00:00:21.525000,1.0,49.0,0.0,19.0,0.0,0.0,Mercedes,0,False,88,153.11024708813034,326,7690.905204335824,12788,49.56826903655827,0.508314818555174,16.016966269440516,9
19,GIO,99,Alfa Romeo Racing,10.0,7.0,+1 Lap,1.0,Austria,2019.0,25.0,0 days 00:01:04.179000,0.0,0 days 00:01:10.515956521,0 days 00:00:02.156253,0 days 00:00:01.892855072,0 days 00:00:21.672000,1.0,46.0,0.0,0.0,24.0,0.0,Ferrari,0,False,99,157.91011916784487,326,7655.1363360937185,12634,64.27395139029153,12.253416818151216,26.001481182252746,9
0,GAS,10,Red Bull Racing,4.0,5.0,Finished,12.0,UK,2019.0,23.0,0 days 00:01:25.590000,0.0,0 days 00:01:34.213843137,0 days 00:00:10.770769,0 days 00:00:02.945588235,0 days 00:00:27.905000,1.0,40.0,0.0,12.0,0.0,0.0,Honda,0,False,10,160.5097584735799,337,7671.549732943667,12721,49.88390607679129,0.7188686217205819,11.777352279216636,10
1,PER,11,Racing Point,17.0,15.0,+1 Lap,0.0,UK,2019.0,29.0,0 days 00:01:26.649000,0.0,0 days 00:01:36.039440,0 days 00:00:10.747495,0 days 00:00:04.693200,0 days 00:00:32.347667,3.0,6.0,0.0,18.0,27.0,0.0,Mercedes,0,False,11,157.40710134703886,336,7862.883939668783,13199,49.18693943363902,29.38627431220397,13.201652725990124,10
2,LEC,16,Ferrari,3.0,3.0,Finished,15.0,UK,2019.0,21.0,0 days 00:01:25.172000,0.0,0 days 00:01:34.261500,0 days 00:00:11.554456,0 days 00:00:02.915260,0 days 00:00:28.453000,2.0,31.0,0.0,8.0,13.0,0.0,Ferrari,0,False,16,160.43451241224093,342,7545.9078571668515,12271,58.32308777587423,5.092545937048608,17.229332527125532,10
3,STR,18,Racing Point,13.0,18.0,Finished,0.0,UK,2019.0,20.0,0 days 00:01:26.762000,0.0,0 days 00:01:35.026764705,0 days 00:00:09.825301,0 days 00:00:03.758509803,0 days 00:00:29.737000,2.0,26.0,0.0,13.0,13.0,0.0,Mercedes,0,False,18,159.63351137088918,342,7858.967919647956,13074,48.530148812523095,32.97725822163996,13.52749504518123,10
4,MAG,20,Haas F1 Team,20.0,16.0,Collision,0.0,UK,2019.0,27.0,0 days 00:01:26.662000,0.0,0 days 00:01:43.671600,0 days 00:00:13.666249,0 days 00:00:12.299200,0 days 00:00:32.767000,1.0,5.0,0.0,0.0,1.0,0.0,Ferrari,0,False,20,20.808592831468978,307,1254.385165776479,12731,66.35345493634317,58.006651214350505,61.06352245624643,10
5,ALB,23,Toro Rosso,12.0,9.0,Finished,0.0,UK,2019.0,23.0,0 days 00:01:26.345000,0.0,0 days 00:01:34.969823529,0 days 00:00:09.677272,0 days 00:00:03.701568627,0 days 00:00:28.954000,1.0,0.0,0.0,39.0,13.0,0.0,Honda,0,False,23,159.54536598474922,336,7567.2699788370455,12614,51.82337330780342,0.9372165675702913,14.968591487789313,10
6,KVY,26,Toro Rosso,9.0,17.0,Finished,2.0,UK,2019.0,25.0,0 days 00:01:26.721000,0.0,0 days 00:01:34.735901960,0 days 00:00:08.952565,0 days 00:00:03.467647058,0 days 00:00:29.094000,2.0,31.0,0.0,9.0,12.0,0.0,Honda,0,False,26,160.0509254593705,339,7618.169471597971,12784,50.62548288488024,40.99902583224159,11.340656387517216,10
