,Abbreviation,TeamName,GridPosition,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLap,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID,CircuitType,carIssue,driverIssue,after_2020
702,GAS,AlphaTauri,9.0,4.0,UAE,2020.0,24.0,96.242,0.0,105.797962,8.746064,2.823226,22.0,1.0,45.0,0.0,0.0,10.0,0.0,,False,139.2682597340218,335,7807.527243252979,12834,45.13163819759239,0.0960643631232926,14.622797274173696,37,race,0,0,0
703,PER,RacingPoint,19.0,0.0,UAE,2020.0,30.0,96.034,0.0,104.917142,1.421288,2.451857,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Mercedes,False,24.15151151271352,339,1389.2446038846026,12920,73.44814025397017,63.39347362733031,67.22404010687161,37,race,1,0,0
704,LEC,Ferrari,12.0,0.0,UAE,2020.0,23.0,95.881,0.0,107.324509,10.917235,3.577018,22.178,1.0,32.0,0.0,22.0,0.0,0.0,Ferrari,False,136.92281828825313,338,7406.639998799195,12503,54.98246825373,8.708834919395995,27.03611419651166,37,race,0,0,0
705,STR,RacingPoint,8.0,1.0,UAE,2020.0,22.0,96.046,0.0,106.055509,8.806863,3.080773,22.036,1.0,45.0,0.0,0.0,10.0,0.0,Mercedes,False,139.32926060460508,335,7619.349013839273,12767,44.81855843415088,10.627120170514244,17.867971540932427,37,race,0,0,0
706,MAG,HaasF1Team,20.0,0.0,UAE,2020.0,28.0,97.863,0.0,108.740245,10.210698,4.992754,22.906,2.0,31.0,0.0,23.0,0.0,0.0,Ferrari,False,137.21773588304163,330,7565.103239170244,12635,41.80925219897331,30.818648494491303,16.090780823151512,37,race,0,0,0
707,ALB,RedBullRacing,5.0,12.0,UAE,2020.0,24.0,95.571,0.0,103.608096,7.3802,0.826826,21.508,1.0,45.0,0.0,0.0,10.0,0.0,Honda,False,139.48734652216984,332,7623.26228573144,12696,43.92179760439495,31.803308216505062,15.8716339947765,37,race,0,0,0
708,KVY,AlphaTauri,7.0,0.0,UAE,2020.0,26.0,95.963,0.0,106.142134,8.458608,3.128,25.724,1.0,44.0,0.0,0.0,10.0,0.0,,False,136.84014289574014,338,7592.53294707454,12824,45.661523220557775,1.8312269220377653,16.937348023175527,37,race,0,0,0
709,RIC,Renault,11.0,6.0,UAE,2020.0,31.0,96.406,1.0,105.607,9.330015,2.087981,22.123,1.0,39.0,0.0,16.0,0.0,0.0,Renault,False,139.495932274624,337,7658.900183122692,12417,44.81672720722885,0.2701810212842604,12.536399387589686,37,race,0,0,0
710,OCO,Renault,10.0,2.0,UAE,2020.0,24.0,96.359,0.0,106.082547,8.688205,3.107811,21.615,1.0,45.0,0.0,10.0,0.0,0.0,Renault,False,139.46801356909128,333,7466.020713878298,12535,45.75038275644682,27.132178559634955,17.591786496952956,37,race,0,0,0
711,VER,RedBullRacing,1.0,25.0,UAE,2020.0,23.0,95.246,0.0,102.133882,3.469862,0.115823,21.289,1.0,45.0,0.0,10.0,0.0,0.0,Honda,False,139.4970730389361,327,7573.112815586443,12652,44.49521179190057,0.537360031220918,15.730539461439164,37,race,0,0,0
712,NOR,McLaren,4.0,10.0,UAE,2020.0,21.0,95.497,0.0,104.473942,7.104119,1.692673,21.84,1.0,45.0,0.0,0.0,10.0,0.0,Renault,False,139.33895710125785,324,7345.98375911861,12204,45.312989703101074,0.3632433730599501,16.841283660052234,37,race,0,0,0
713,HAM,Mercedes,3.0,15.0,UAE,2020.0,35.0,95.332,0.0,102.643941,3.931841,0.625882,22.406,1.0,45.0,0.0,10.0,0.0,0.0,Mercedes,False,139.47909099096395,314,7400.045990813845,12583,45.46492149740326,0.3302212482363183,16.673171024586473,37,race,0,0,0
714,VET,Ferrari,13.0,0.0,UAE,2020.0,33.0,96.631,0.0,107.507471,10.85831,3.759981,22.04,1.0,35.0,0.0,19.0,0.0,0.0,Ferrari,False,137.09090090360542,331,7429.077031611179,12540,52.55146948455465,5.409624448380416,23.21755576236078,37,race,0,0,0
715,FIT,HaasF1Team,17.0,0.0,UAE,2020.0,24.0,98.173,0.0,108.180137,8.631194,5.134568,26.015667,3.0,24.0,0.0,24.0,5.0,0.0,Ferrari,False,134.8785086007625,332,7449.981897871574,12964,41.7073339137222,1.020683858184984,17.441685929572813,37,race,0,0,0
716,SAI,McLaren,6.0,8.0,UAE,2020.0,26.0,95.815,0.0,105.412094,9.22626,2.437358,22.14,1.0,45.0,0.0,10.0,0.0,0.0,Renault,False,139.42928762270722,335,7421.479691393233,12103,45.26042448440455,0.3992675092311849,16.291915583440904,37,race,0,0,0
717,LAT,Williams,18.0,0.0,UAE,2020.0,25.0,98.443,0.0,106.867692,7.947119,3.850153,21.8705,2.0,24.0,0.0,30.0,0.0,0.0,Mercedes,False,136.8112635465762,334,7406.571042598541,12612,44.20674852150941,0.054036204256852,18.81960913812254,37,race,0,0,0
718,RUS,Williams,16.0,0.0,UAE,2020.0,21.0,98.045,0.0,106.713211,8.040811,3.699076,22.085,1.0,44.0,0.0,10.0,0.0,0.0,Mercedes,False,137.06157125273933,339,7283.790819849299,12635,44.24343310017712,0.9456335744949116,17.441685929572813,37,race,0,0,0
719,RAI,AlfaRomeoRacing,15.0,0.0,UAE,2020.0,41.0,97.555,0.0,106.1725,8.160983,3.158365,22.012,1.0,44.0,0.0,10.0,0.0,0.0,Ferrari,False,137.0227852661283,332,7374.18861637297,12803,55.214373630332325,10.744198613070758,28.04779202065384,37,race,0,0,0
720,BOT,Mercedes,2.0,18.0,UAE,2020.0,31.0,95.271,0.0,102.498019,3.679513,0.47996,21.587,1.0,45.0,0.0,10.0,0.0,0.0,Mercedes,False,139.4868962204677,315,7585.8303263186335,13897,45.19888325177869,0.4863258383116688,16.360961844435774,37,race,0,0,0
721,GIO,AlfaRomeoRacing,14.0,0.0,UAE,2020.0,26.0,97.066,0.0,107.672113,10.390898,3.924622,21.48,1.0,27.0,0.0,27.0,0.0,0.0,Ferrari,False,136.94782504277867,335,7454.7553660952835,12692,53.086067665335776,8.261535228603165,24.538440755306056,37,race,0,0,0
722,GAS,AlphaTauri,5.0,0.0,Bahrain,2021.0,24.0,89.809,0.0,99.69118,9.870618,3.7715,29.212667,3.0,28.0,0.0,24.0,0.0,0.0,,False,131.3253329297821,326,7305.8581416464895,12851,49.86083535108959,5.544794188861985,19.854721549636803,38,race,0,1,1
723,PER,RedBullRacing,0.0,10.0,Bahrain,2021.0,31.0,90.659,0.0,98.690781,9.238201,2.195418,24.096333,3.0,36.0,0.0,20.0,0.0,0.0,Honda,False,143.58411016949154,330,7873.326150121065,12924,47.10163438256659,1.4800242130750605,17.418280871670703,38,race,0,0,1
724,ALO,Alpine,9.0,0.0,Bahrain,2021.0,39.0,90.249,0.0,101.354366,9.050427,4.1948,24.574,2.0,3.0,0.0,18.0,11.0,0.0,Renault,False,82.54833535108959,334,4576.917947941889,12422,56.28459443099273,28.477602905569004,38.47457627118644,38,race,1,0,1
725,LEC,Ferrari,4.0,8.0,Bahrain,2021.0,23.0,89.678,0.0,98.242611,7.326363,2.464851,24.5505,2.0,24.0,0.0,20.0,12.0,0.0,Ferrari,False,143.39730629539952,320,7538.635290556901,12558,52.42708837772397,4.533898305084746,23.017554479418887,38,race,0,0,1
726,STR,AstonMartin,10.0,1.0,Bahrain,2021.0,22.0,90.601,0.0,99.60389,9.904268,3.108527,25.2045,2.0,28.0,0.0,16.0,12.0,0.0,Mercedes,False,142.9894975786925,329,7751.779933414044,13239,45.68653147699758,1.301452784503632,17.430387409200968,38,race,0,0,1
727,TSU,AlphaTauri,13.0,2.0,Bahrain,2021.0,20.0,90.607,0.0,99.401581,9.464972,2.906218,24.687,2.0,41.0,0.0,15.0,0.0,0.0,,False,143.36728208232446,331,7885.212923728814,12970,47.86041162227603,0.4691283292978209,16.72215496368039,38,race,0,0,1
728,RIC,McLaren,6.0,6.0,Bahrain,2021.0,32.0,89.927,0.0,98.339092,7.392319,2.561333,24.6715,2.0,24.0,0.0,19.0,13.0,0.0,Mercedes,False,143.39570217917677,338,7821.551301452784,12750,44.93214285714286,12.22457627118644,13.93462469733656,38,race,0,0,1
729,OCO,Alpine,16.0,0.0,Bahrain,2021.0,24.0,91.724,0.0,100.002388,9.536594,3.425444,24.8485,2.0,24.0,0.0,18.0,13.0,0.0,Renault,False,140.9557808716707,331,7511.730054479419,12312,46.74588377723971,0.0242130750605326,15.550847457627118,38,race,0,0,1
730,VER,RedBullRacing,1.0,18.0,Bahrain,2021.0,23.0,88.997,0.0,97.192518,7.525956,1.414759,24.3075,2.0,17.0,0.0,39.0,0.0,0.0,Honda,False,143.32917675544795,329,7727.511682808717,12463,46.79839588377724,0.3843825665859564,15.572033898305085,38,race,0,0,1
731,NOR,McLaren,7.0,12.0,Bahrain,2021.0,21.0,89.974,0.0,97.991703,7.535123,2.213944,25.2695,2.0,23.0,0.0,21.0,12.0,0.0,Mercedes,False,143.5601392251816,328,7802.551785714286,12676,45.868492736077485,0.1543583535108958,15.820217917675544,38,race,0,0,1
732,HAM,Mercedes,2.0,25.0,Bahrain,2021.0,35.0,89.385,0.0,97.179685,7.615963,1.401925,24.4575,2.0,43.0,0.0,13.0,0.0,0.0,Mercedes,False,143.37981234866828,322,7487.5147094430995,13167,48.9921004842615,0.7838983050847457,17.221549636803875,38,race,0,0,1
733,MSC,HaasF1Team,18.0,0.0,Bahrain,2021.0,22.0,92.449,0.0,101.003333,9.629873,4.426388,25.5705,2.0,22.0,0.0,33.0,0.0,0.0,Ferrari,False,141.2943704600484,325,7614.213438256658,12462,43.49412832929782,1.0926150121065374,17.87227602905569,38,race,0,0,1
734,VET,AstonMartin,20.0,0.0,Bahrain,2021.0,34.0,92.056,0.0,100.197074,8.944703,3.620129,24.626,1.0,31.0,0.0,24.0,0.0,0.0,Mercedes,False,141.0247881355932,329,7601.0799031477,12723,44.6034200968523,0.1210653753026634,17.273002421307506,38,race,0,0,1
735,SAI,Ferrari,8.0,4.0,Bahrain,2021.0,27.0,90.009,0.0,99.213,9.83762,2.717636,24.347,2.0,19.0,0.0,22.0,15.0,0.0,Ferrari,False,143.29427966101696,333,7665.934685230024,12759,50.48244552058112,2.6483050847457625,20.29358353510896,38,race,0,0,1
736,LAT,Williams,17.0,0.0,Bahrain,2021.0,25.0,91.936,0.0,101.7054,9.464499,4.97418,25.0145,2.0,0.0,0.0,37.0,14.0,0.0,Mercedes,False,129.2169794188862,322,6881.772518159806,13223,46.85042372881356,4.343220338983051,20.54782082324456,38,race,0,1,1
737,RUS,Williams,15.0,0.0,Bahrain,2021.0,22.0,91.316,0.0,99.953518,9.120804,3.376574,24.4345,2.0,0.0,0.0,42.0,13.0,0.0,Mercedes,False,141.069098062954,329,7357.517615012107,12485,44.68704600484261,0.4903147699757869,15.006053268765132,38,race,0,0,1
738,RAI,AlfaRomeoRacing,14.0,0.0,Bahrain,2021.0,41.0,91.238,0.0,99.570709,9.701386,3.075345,24.0765,2.0,16.0,0.0,40.0,0.0,0.0,Ferrari,False,143.51716101694916,331,7547.639225181598,12683,48.08111380145279,1.6343825665859564,18.63498789346247,38,race,0,0,1
739,BOT,Mercedes,3.0,15.0,Bahrain,2021.0,31.0,89.586,1.0,97.839055,8.360931,2.061296,27.241667,3.0,38.0,0.0,18.0,0.0,0.0,Mercedes,False,143.3736985472155,322,7567.793553268765,13455,46.83568401937046,0.0090799031476997,16.513317191283296,38,race,0,0,1
740,GIO,AlfaRomeoRacing,12.0,0.0,Bahrain,2021.0,27.0,90.708,0.0,99.832092,9.890879,3.255148,28.1105,2.0,18.0,0.0,37.0,0.0,0.0,Ferrari,False,141.1142554479419,320,7610.439315980629,12615,47.82015738498789,2.412227602905569,18.48062953995157,38,race,0,0,1
741,GAS,AlphaTauri,5.0,6.0,Italy,2021.0,24.0,74.79,0.0,93.01765,18.644738,5.528533,393.24175,4.0,0.0,12.0,37.0,0.0,14.0,,False,119.1139183397248,338,6821.633907311327,13049,37.85818482592676,0.5213424568263278,15.637767250670477,39,race,0,0,1
742,PER,RedBullRacing,2.0,0.0,Italy,2021.0,31.0,74.446,0.0,91.783426,18.563654,3.823098,812.883,2.0,0.0,28.0,5.0,30.0,0.0,Honda,False,119.22264831942252,346,6614.235706945385,13131,36.2382885931273,0.2456325036970198,16.31450986289696,39,race,0,0,1
743,ALO,Alpine,15.0,1.0,Italy,2021.0,39.0,75.593,0.0,92.310183,17.313071,4.821066,525.612333,3.0,0.0,28.0,35.0,0.0,0.0,Renault,False,119.97568739504224,329,6669.438103115523,12814,37.93202496428303,0.3208261272777402,15.023685991427929,39,race,0,0,1
744,LEC,Ferrari,4.0,12.0,Italy,2021.0,23.0,74.74,0.0,90.440672,18.273455,2.480344,820.243,2.0,0.0,28.0,35.0,0.0,0.0,Ferrari,False,119.2776399228012,323,6463.965160287741,12955,45.583552648068775,6.6671679574905385,23.259894227636163,39,race,0,0,1
745,STR,AstonMartin,10.0,4.0,Italy,2021.0,22.0,75.138,0.0,91.954716,18.343064,4.4656,529.539333,3.0,0.0,27.0,36.0,0.0,0.0,Mercedes,False,120.10735142993208,330,6538.226282677895,13520,39.34518886131789,3.5416196706519285,19.773416547610097,39,race,0,0,1
746,TSU,AlphaTauri,20.0,0.0,Italy,2021.0,20.0,79.899,0.0,92.173566,18.271134,4.68445,528.453333,3.0,0.0,25.0,7.0,31.0,0.0,,False,119.26799007444168,330,6818.600471213375,12945,41.98165275584631,4.9602727022081865,19.379903250870992,39,race,0,0,1
747,RIC,McLaren,6.0,8.0,Italy,2021.0,32.0,74.826,0.0,91.665344,17.845333,3.705016,804.5835,2.0,0.0,27.0,6.0,30.0,0.0,Mercedes,False,119.61124896608769,307,6813.666215504925,12989,37.38491615910971,0.5113166403488985,12.309196180163925,39,race,0,0,1
748,OCO,Alpine,9.0,2.0,Italy,2021.0,24.0,75.117,0.0,91.47744,16.791681,4.895559,325.5852,5.0,0.0,26.0,35.0,1.0,1.0,Renault,False,119.66077649948618,335,6433.3664937213325,12547,38.43777727648696,0.9349073865202898,17.008797653958943,39,race,0,0,1
749,VER,RedBullRacing,3.0,25.0,Italy,2021.0,23.0,74.498,0.0,89.889426,19.212288,1.929098,825.585,2.0,0.0,27.0,36.0,0.0,0.0,Honda,False,120.35210667468732,318,6712.905832518736,12961,37.55247261698874,28.97711607389027,14.798105120685769,39,race,0,0,1
750,NOR,McLaren,7.0,15.0,Italy,2021.0,21.0,74.454,0.0,90.795016,17.87145,2.834688,807.8035,2.0,0.0,28.0,5.0,30.0,0.0,Mercedes,False,119.25826503245858,313,6759.782916008722,13057,38.28022157054415,1.147955986665664,14.156452866130287,39,race,0,0,1
751,HAM,Mercedes,1.0,18.0,Italy,2021.0,35.0,74.411,1.0,89.133413,17.950169,1.854482,407.72775,4.0,0.0,28.0,35.0,0.0,0.0,Mercedes,False,119.14577537158182,343,6318.017444920671,13513,40.20455172068076,0.8321427676266386,17.256936611775323,39,race,0,0,1
752,MSC,HaasF1Team,18.0,0.0,Italy,2021.0,22.0,76.279,0.0,93.768241,19.33635,6.6015,414.0425,4.0,0.0,16.0,30.0,10.0,5.0,Ferrari,False,115.8938767325864,340,6235.649572649572,12723,31.76008221169512,0.5965360804070482,17.302052785923756,39,race,0,0,1
753,VET,AstonMartin,0.0,0.0,Italy,2021.0,34.0,75.394,0.0,93.766017,18.657659,5.941034,321.4152,5.0,0.0,20.0,12.0,29.0,0.0,Mercedes,False,112.31989873925356,344,6099.673860189989,13587,35.323884001303355,0.9023234829686444,16.996265383362157,39,race,1,0,1
754,SAI,Ferrari,11.0,10.0,Italy,2021.0,27.0,75.199,0.0,91.024032,18.131709,3.063704,806.5335,2.0,0.0,27.0,36.0,0.0,0.0,Ferrari,False,119.41020628117404,317,6535.6137052911245,12625,42.723212271599365,3.792265082587664,20.588014136401235,39,race,0,0,1
755,RUS,Williams,12.0,0.0,Italy,2021.0,22.0,75.261,0.0,101.269551,19.172111,5.268827,29.983,1.0,0.0,26.0,5.0,0.0,0.0,Mercedes,False,57.57884051432438,341,3304.639622026719,13325,54.95806702258315,36.42379126250093,44.858009374138405,39,race,1,0,1
756,RAI,AlfaRomeoRacing,16.0,0.0,Italy,2021.0,41.0,75.974,0.0,92.056383,17.903256,4.567266,528.594667,3.0,0.0,26.0,37.0,0.0,0.0,Ferrari,False,119.27568488858812,331,6526.482592676141,12843,41.72825024437928,3.651903651903652,20.11429430784269,39,race,0,0,1
757,BOT,Mercedes,8.0,0.0,Italy,2021.0,31.0,74.672,0.0,101.312172,19.210633,5.311448,30.167,1.0,0.0,28.0,3.0,0.0,0.0,Mercedes,False,57.11346717798331,318,3259.587638168284,13379,56.86482692934306,37.67451186806026,47.38451512645061,39,race,1,0,1
758,MAZ,HaasF1Team,19.0,0.0,Italy,2021.0,22.0,76.797,0.0,96.364271,18.601933,8.296423,399.63775,4.0,0.0,11.0,30.0,8.0,12.0,Ferrari,False,115.9403463919593,315,6399.099431034915,12362,31.60250144121112,22.4528160012031,17.582775647291776,39,race,0,0,1
759,GIO,AlfaRomeoRacing,17.0,0.0,Italy,2021.0,27.0,76.122,0.0,92.879457,18.034052,5.229033,404.6885,4.0,0.0,27.0,35.0,0.0,0.0,Ferrari,False,117.7301050204276,327,6549.505927763992,12779,40.28222673383964,3.905055517958744,18.42995713963456,39,race,0,0,1
760,GAS,AlphaTauri,9.0,1.0,Portugal,2021.0,24.0,79.052,0.0,87.020415,12.186463,2.106507,23.281333,3.0,0.0,0.0,42.0,24.0,0.0,,False,142.37159001154384,328,7927.52348259311,12909,47.44884257852846,0.6288352876845495,16.626161978248984,40,race,0,0,1
761,PER,RedBullRacing,4.0,12.0,Portugal,2021.0,31.0,78.845,0.0,86.491076,12.527589,1.577169,23.532333,3.0,0.0,0.0,51.0,15.0,0.0,Honda,False,142.38513882981954,327,7761.671577860137,12903,46.44911598517528,0.0182271097879579,16.410474512424813,40,race,0,0,1
762,ALO,Alpine,13.0,4.0,Portugal,2021.0,39.0,79.456,0.0,86.799615,12.120296,1.885707,23.171667,3.0,26.0,0.0,40.0,0.0,0.0,Renault,False,142.4988152378638,332,7666.886262834923,12798,47.58454341089981,0.5832675132146546,16.64438908803694,40,race,0,0,1
763,LEC,Ferrari,8.0,8.0,Portugal,2021.0,23.0,78.769,0.0,86.714861,12.329626,1.800953,23.664,3.0,41.0,0.0,25.0,0.0,0.0,Ferrari,False,142.33468011422323,321,7573.520961176257,12661,54.0325353909715,6.145573850173157,24.849626344249348,40,race,0,0,1
764,STR,AstonMartin,17.0,0.0,Portugal,2021.0,22.0,79.913,0.0,87.269406,12.052354,2.276359,23.489,3.0,0.0,0.0,26.0,39.0,0.0,Mercedes,False,140.26666261619783,320,7450.780727869251,12577,46.406312655689895,0.8840148247159609,18.369888814630293,40,race,0,0,1
765,TSU,AlphaTauri,14.0,0.0,Portugal,2021.0,20.0,79.463,0.0,87.526437,12.04547,2.53339,23.67,3.0,44.0,0.0,21.0,0.0,0.0,,False,140.44720213864755,336,7788.612491645908,13308,46.93912145330822,1.2181785041618567,16.60185916519837,40,race,0,0,1
766,RIC,McLaren,16.0,2.0,Portugal,2021.0,32.0,79.839,0.0,87.019187,12.236194,2.059671,24.319667,3.0,25.0,0.0,41.0,0.0,0.0,Mercedes,False,142.42845859408226,331,7832.086669907042,12779,45.04930433197643,0.2977094598699799,14.405492435749435,40,race,0,0,1
767,OCO,Alpine,6.0,6.0,Portugal,2021.0,24.0,78.586,0.0,86.919078,12.436693,1.943765,23.516,3.0,44.0,0.0,0.0,22.0,0.0,Renault,False,142.41010997022906,336,7433.735767665107,12411,47.57588553375053,0.4161856734917066,17.83522692751686,40,race,0,0,1
768,VER,RedBullRacing,3.0,18.0,Portugal,2021.0,23.0,78.209,0.0,86.367153,12.932792,1.453246,24.471,4.0,29.0,0.0,35.0,2.0,0.0,Honda,False,142.4569536423841,326,7647.954310711465,12562,46.60119083783948,1.2333677623184884,18.19065556838204,40,race,0,0,1
769,NOR,McLaren,7.0,10.0,Portugal,2021.0,21.0,78.481,0.0,86.663369,12.406964,1.749461,23.636667,3.0,0.0,0.0,44.0,22.0,0.0,Mercedes,False,142.49504830184094,315,7650.00683516617,12642,46.99814691050489,1.1422322133786986,16.84184944407315,40,race,0,0,1
770,HAM,Mercedes,2.0,25.0,Portugal,2021.0,35.0,77.968,0.0,85.932538,12.825052,1.01863,23.832333,3.0,29.0,0.0,37.0,0.0,0.0,Mercedes,False,142.54049456224558,329,7310.024728112279,13199,48.67583085242117,1.1847621362172671,18.014460173765112,40,race,0,0,1
771,MSC,HaasF1Team,19.0,0.0,Portugal,2021.0,22.0,80.452,0.0,88.611619,11.890673,3.537174,23.572667,3.0,32.0,0.0,32.0,0.0,0.0,Ferrari,False,138.57637159001155,328,7429.351297162647,12595,40.855550154930434,0.7078194300990339,19.25390363934625,40,race,0,0,1
772,VET,AstonMartin,10.0,0.0,Portugal,2021.0,34.0,78.97,0.0,87.308156,12.156171,2.315109,23.256,3.0,0.0,0.0,43.0,22.0,0.0,Mercedes,False,140.42684853271766,331,7456.757822467951,12949,47.27285983352573,1.239443465581141,17.838264779148187,40,race,0,0,1
773,SAI,Ferrari,5.0,0.0,Portugal,2021.0,27.0,78.813,0.0,87.107323,12.308603,2.193415,23.388333,3.0,0.0,0.0,45.0,21.0,0.0,Ferrari,False,142.52068776960934,315,7615.885807157178,12650,48.251048058812806,1.5401907770824472,19.78552767482836,40,race,0,0,1
774,LAT,Williams,18.0,0.0,Portugal,2021.0,25.0,80.285,0.0,88.672603,11.785105,3.598158,23.431667,3.0,40.0,0.0,24.0,0.0,0.0,Mercedes,False,138.34686189926484,335,7324.505103590741,12953,45.12977702169026,0.6956680235737286,20.988516920833582,40,race,0,0,1
775,RUS,Williams,11.0,0.0,Portugal,2021.0,22.0,79.109,0.0,88.224546,11.942295,3.2315,24.376667,3.0,37.0,0.0,28.0,0.0,0.0,Mercedes,False,140.564098669421,329,7440.187010146425,13099,45.20526763472872,0.8414849018773923,16.88437936691172,40,race,0,0,1
776,BOT,Mercedes,1.0,15.0,Portugal,2021.0,31.0,78.348,1.0,86.524625,13.166103,1.567343,24.24,4.0,27.0,0.0,36.0,3.0,0.0,Mercedes,False,142.36660793486843,309,7430.840360896774,13248,49.12944285801081,0.987301780181056,17.45549547360107,40,race,0,0,1
777,MAZ,HaasF1Team,20.0,0.0,Portugal,2021.0,22.0,80.912,0.0,89.598825,12.177962,4.52438,24.2365,4.0,12.0,0.0,31.0,21.0,0.0,Ferrari,False,138.72252263199465,326,7369.649583814326,12783,40.953308220426514,0.7412357980436235,17.85952974056747,40,race,0,0,1
778,GIO,AlfaRomeoRacing,12.0,0.0,Portugal,2021.0,27.0,79.216,0.0,87.199515,12.203726,2.206468,23.961,3.0,43.0,0.0,22.0,0.0,0.0,Ferrari,False,140.5203536059299,327,7572.440002430281,12757,49.135943860501854,2.913299714441947,18.93796706968832,40,race,0,0,1
779,GAS,AlphaTauri,12.0,1.0,Spain,2021.0,24.0,77.982,0.0,86.412515,8.045007,3.898671,27.0535,2.0,0.0,0.0,29.0,36.0,0.0,,False,144.3713027841508,339,8034.873101010728,12952,46.96198921064054,30.281515470949337,15.188813790537608,41,race,0,0,1
780,PER,RedBullRacing,8.0,10.0,Spain,2021.0,31.0,77.669,0.0,85.529353,8.588697,3.040723,21.8635,2.0,0.0,0.0,30.0,36.0,0.0,Honda,False,146.69535561480745,336,7793.305822533639,12669,45.28250759595709,33.164878774725615,16.34835989334656,41,race,0,0,1
781,ALO,Alpine,10.0,0.0,Spain,2021.0,39.0,77.966,0.0,86.930296,7.898288,4.416453,22.761,2.0,0.0,0.0,40.0,25.0,0.0,Renault,False,144.13003038382837,339,7690.224623302536,12393,46.193991442921806,31.89371860854468,14.379611831090717,41,race,0,0,1
782,LEC,Ferrari,4.0,12.0,Spain,2021.0,23.0,77.51,0.0,85.428523,8.822671,2.939892,21.9525,2.0,0.0,0.0,30.0,36.0,0.0,Ferrari,False,146.65281825510013,322,7746.645098282383,12623,54.89666397966144,5.943448874558195,22.477832206858064,41,race,0,0,1
783,STR,AstonMartin,11.0,0.0,Spain,2021.0,22.0,77.974,0.0,86.509625,7.648091,3.995781,21.594,2.0,0.0,0.0,17.0,48.0,0.0,Mercedes,False,144.51658708997334,349,7708.85477770199,12946,44.56126371922862,5.4597879332795936,16.49717864450921,41,race,0,0,1
784,TSU,AlphaTauri,16.0,0.0,Spain,2021.0,20.0,78.556,0.0,86.1272,1.180757,2.9414,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,False,16.969182116946737,335,1072.8863396787997,12892,74.5529856761952,66.410367706331,69.04259936752031,41,race,1,0,1
785,RIC,McLaren,7.0,8.0,Spain,2021.0,32.0,77.622,0.0,85.697923,8.561962,3.209292,22.084,2.0,0.0,0.0,21.0,45.0,0.0,Mercedes,False,146.2258944627023,341,7790.244155763627,12907,44.980653562348856,0.4185527376449433,12.5286786135053,41,race,0,0,1
786,OCO,Alpine,5.0,2.0,Spain,2021.0,24.0,77.58,0.0,86.460406,7.89405,3.946562,22.798,1.0,0.0,0.0,42.0,23.0,0.0,Renault,False,144.41349910088672,341,7504.305791529733,12261,46.60721150865009,27.323742791591744,14.636944254976129,41,race,0,0,1
787,VER,RedBullRacing,2.0,18.0,Spain,2021.0,23.0,76.777,1.0,84.882015,10.096493,2.393384,22.5785,2.0,0.0,0.0,36.0,30.0,0.0,Honda,False,147.00108513672723,325,7735.265300427854,12384,45.67945061077696,32.09834439139331,13.669622372418925,41,race,0,0,1
788,NOR,McLaren,9.0,4.0,Spain,2021.0,21.0,77.696,0.0,86.223531,7.97362,3.709687,22.1655,2.0,0.0,0.0,28.0,37.0,0.0,Mercedes,False,144.462144230173,339,7630.496620574192,13153,44.38330129596329,0.3999503937496125,16.047622000372048,41,race,0,0,1
789,HAM,Mercedes,1.0,25.0,Spain,2021.0,35.0,76.741,0.0,84.615046,9.703364,2.126415,22.149,2.0,0.0,0.0,38.0,28.0,0.0,Mercedes,False,146.77187325603026,336,7580.063930055187,13165,48.4135301047932,30.8302846158616,15.526756371302785,41,race,0,0,1
790,MSC,HaasF1Team,18.0,0.0,Spain,2021.0,22.0,79.117,0.0,87.202412,6.952071,4.639619,23.158,2.0,0.0,0.0,41.0,23.0,0.0,Ferrari,False,142.7517827246233,324,7753.683016060024,12570,40.98080858188132,26.5641470825324,15.728281763502205,41,race,0,0,1
791,VET,AstonMartin,13.0,0.0,Spain,2021.0,34.0,78.079,0.0,86.586687,7.750514,4.072843,22.53,2.0,0.0,0.0,17.0,48.0,0.0,Mercedes,False,144.45563340980965,343,7607.529484715074,12853,45.62370558690395,8.30904693991443,16.642897005022633,41,race,0,0,1
792,SAI,Ferrari,6.0,6.0,Spain,2021.0,27.0,77.62,0.0,85.674615,8.124445,3.185984,21.8175,2.0,0.0,0.0,24.0,42.0,0.0,Ferrari,False,146.5717120357165,342,7759.772276306815,12594,52.165343833323,4.799404724995349,21.95076579649036,41,race,0,0,1
793,LAT,Williams,19.0,0.0,Spain,2021.0,25.0,79.219,0.0,86.854609,6.759234,4.340765,23.500333,3.0,0.0,0.0,41.0,24.0,0.0,Mercedes,False,144.2071991070875,340,7617.202765548459,12840,45.778663111552056,29.196378743721706,16.85992435046816,41,race,0,0,1
794,RUS,Williams,15.0,0.0,Spain,2021.0,22.0,78.445,0.0,86.69325,6.442675,4.179406,22.8665,2.0,0.0,0.0,56.0,9.0,0.0,Mercedes,False,144.35505673714889,341,7678.083865567061,12960,45.09490295777268,28.86463694425498,14.64004464562535,41,race,0,0,1
