,Abbreviation,TeamName,GridPosition,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLap,SDLapTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,AverageSpeed,MaxSpeed,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID,CircuitType,carIssue,driverIssue
1309,MSC,HaasF1Team,19.0,4.0,GreatBritain,2022.0,23.0,102.708,0.0,9.59803,1041.717667,3.0,20.0,0.0,19.0,13.0,0.0,Ferrari,False,97.26216964953169,329,12734,37.32072028494789,6.3805461501253244,16.208609999560267,68,race,0,0
1310,VET,AstonMartin,18.0,2.0,GreatBritain,2022.0,35.0,102.666,0.0,9.363218,1041.895667,3.0,0.0,0.0,46.0,6.0,0.0,Mercedes,False,97.40334637878722,317,12883,40.11659557627193,9.70273954531463,18.44465942570687,68,race,0,0
1311,SAI,Ferrari,1.0,25.0,GreatBritain,2022.0,28.0,100.19,0.0,3.367407,1029.587,3.0,19.0,0.0,20.0,13.0,0.0,Ferrari,False,97.38740600677193,315,12648,39.97192295853305,7.649179895343212,17.67512422496812,68,race,0,0
1312,LAT,Williams,10.0,0.0,GreatBritain,2022.0,27.0,101.998,0.0,11.432575,1036.390333,3.0,0.0,0.0,20.0,32.0,0.0,Mercedes,False,95.72243964645354,330,13319,38.249615232399634,9.667560793280858,19.19220790642452,68,race,0,0
1313,BOT,AlfaRomeo,12.0,0.0,GreatBritain,2022.0,32.0,101.396,0.0,8.538998,3055.732,1.0,0.0,0.0,20.0,0.0,0.0,,False,40.79627105228442,327,12510,45.309682951497294,31.465195022206583,36.76179587529133,68,race,1,0
1314,VER,RedBullRacing,1.0,18.0,Austria,2022.0,24.0,64.984,1.0,5.544675,21.595,3.0,23.0,0.0,48.0,0.0,0.0,RedBull,False,144.12715041167414,325,12592,53.41823415221902,8.102952004819599,22.27726086083406,69,race,0,0
1315,GAS,AlphaTauri,14.0,0.0,Austria,2022.0,26.0,66.16,0.0,4.869259,25.167,2.0,58.0,0.0,12.0,0.0,0.0,,False,145.9743958765647,321,12787,50.218588928308456,3.069147867996519,17.260191445210523,69,race,0,0
1316,PER,RedBullRacing,5.0,0.0,Austria,2022.0,32.0,65.404,0.0,3.97816,23.681,1.0,23.0,0.0,1.0,0.0,0.0,RedBull,False,52.12048999263672,306,13028,60.36983733850994,41.74978244862441,47.48979182006828,69,race,1,0
1317,ALO,Alpine,19.0,1.0,Austria,2022.0,40.0,66.016,0.0,5.946302,22.543667,3.0,27.0,0.0,43.0,0.0,0.0,Renault,False,144.5037485775487,322,12298,59.81484704464824,12.705000334694423,27.27090166677823,69,race,0,0
1318,LEC,Ferrari,2.0,25.0,Austria,2022.0,24.0,65.013,0.0,5.533016,21.500333,3.0,32.0,0.0,39.0,0.0,0.0,Ferrari,False,146.09391525537183,320,12688,55.17762233081197,5.716580761764509,21.37023897181873,69,race,0,0
1319,STR,AstonMartin,12.0,0.0,Austria,2022.0,23.0,66.847,0.0,4.457791,21.6915,2.0,0.0,0.0,70.0,0.0,0.0,Mercedes,False,143.96930852132004,319,12676,46.2204632170828,0.1439186023160854,14.81357520583707,69,race,0,0
1320,MAG,HaasF1Team,7.0,4.0,Austria,2022.0,30.0,65.879,0.0,4.409004,22.1465,2.0,55.0,0.0,15.0,0.0,0.0,Ferrari,False,143.90494678358658,323,12451,60.18706071356851,13.635450833389116,27.582167481089765,69,race,0,0
1321,TSU,AlphaTauri,16.0,0.0,Austria,2022.0,22.0,66.463,0.0,4.430062,21.634,2.0,70.0,0.0,0.0,0.0,0.0,,False,144.03166209250955,323,13013,47.47278934332954,1.5931454581966664,15.469576276859229,69,race,0,0
1322,ALB,Williams,15.0,0.0,Austria,2022.0,26.0,66.23,0.0,4.342106,22.2115,2.0,59.0,0.0,11.0,0.0,0.0,Mercedes,False,143.75092040966598,326,13376,55.69432358256911,12.089162594551174,27.485106098132405,69,race,0,0
1323,ZHO,AlfaRomeo,13.0,0.0,Austria,2022.0,23.0,66.901,0.0,5.001958,25.782,2.0,24.0,0.0,46.0,0.0,0.0,,False,144.07560747037954,321,12631,46.44008969810563,0.5622866323047058,16.20925095387911,69,race,0,0
1324,RIC,McLaren,11.0,2.0,Austria,2022.0,33.0,66.613,0.0,4.270971,21.6225,2.0,58.0,0.0,12.0,0.0,0.0,Mercedes,False,143.91271169422316,314,12731,55.93630765111453,10.308588258919608,21.842158109645894,69,race,0,0
1325,OCO,Alpine,6.0,10.0,Austria,2022.0,25.0,65.726,0.0,4.297333,21.932,2.0,55.0,0.0,16.0,0.0,0.0,Renault,False,145.61108507932258,321,12254,48.24037753531026,37.85728629761028,13.391123903875762,69,race,0,0
1326,NOR,McLaren,10.0,6.0,Austria,2022.0,22.0,66.33,0.0,4.776903,25.004,2.0,56.0,0.0,14.0,0.0,0.0,Mercedes,False,143.75470245665707,321,13153,44.9854407925564,0.6191846843831582,15.359127116942233,69,race,0,0
1327,HAM,Mercedes,8.0,15.0,Austria,2022.0,37.0,65.475,0.0,4.575257,22.8615,2.0,0.0,0.0,71.0,0.0,0.0,Mercedes,False,145.8239842024232,322,12389,59.68930316620925,11.741080393600642,25.31293928643149,69,race,0,0
1328,MSC,HaasF1Team,9.0,8.0,Austria,2022.0,23.0,66.011,0.0,4.487002,22.5,2.0,54.0,0.0,16.0,0.0,0.0,Ferrari,False,144.0034473525671,322,12837,58.3235156302296,12.025570653992904,26.75547225383225,69,race,0,0
1329,VET,AstonMartin,18.0,0.0,Austria,2022.0,35.0,66.652,0.0,4.7445,21.8475,2.0,20.0,0.0,50.0,0.0,0.0,Mercedes,False,143.89410268424928,320,12477,46.72521587790347,0.0267755539192717,14.509003280005356,69,race,0,0
1330,SAI,Ferrari,3.0,0.0,Austria,2022.0,28.0,65.066,0.0,3.224652,21.352,2.0,29.0,0.0,27.0,0.0,0.0,Ferrari,False,116.316085414017,316,12413,59.35075975634246,20.038155164334963,32.82013521654729,69,race,1,0
1331,LAT,Williams,17.0,0.0,Austria,2022.0,27.0,67.003,0.0,3.542909,21.464,2.0,36.0,0.0,12.0,0.0,0.0,Mercedes,False,101.46766851864248,320,13159,51.51148001874289,19.539460472588527,30.77515228596292,69,race,1,0
1332,RUS,Mercedes,4.0,12.0,Austria,2022.0,23.0,65.431,0.0,5.508319,29.966,2.0,60.0,0.0,11.0,0.0,0.0,Mercedes,False,146.15610147934936,318,13289,55.942566436843165,7.6912778633107965,20.05823682977441,69,race,0,0
1333,BOT,AlfaRomeo,0.0,0.0,Austria,2022.0,32.0,66.319,0.0,4.567632,23.4775,2.0,64.0,0.0,6.0,0.0,0.0,,False,143.83951402369635,325,12695,53.695997054689066,7.631032866992436,23.94403909230872,69,race,0,0
1334,VER,RedBullRacing,2.0,25.0,France,2022.0,24.0,91.176,0.0,5.851836,35.266,1.0,37.0,0.0,16.0,0.0,0.0,RedBull,False,149.79170797337488,338,12871,42.19657272341029,33.281404900155785,15.875938252372183,70,race,0,0
1335,GAS,AlphaTauri,14.0,0.0,France,2022.0,26.0,93.439,0.0,9.002166,35.969,1.0,18.0,0.0,35.0,0.0,0.0,,False,149.55438323183685,337,13030,46.07693669451919,0.2513808242458575,13.0540999858377,70,race,0,0
1336,PER,RedBullRacing,3.0,12.0,France,2022.0,32.0,91.335,0.0,9.258794,38.061,1.0,35.0,0.0,18.0,0.0,0.0,RedBull,False,149.44161591842516,341,12740,44.25421328423736,0.9205494972383516,17.476278147571165,70,race,0,0
1337,ALO,Alpine,7.0,8.0,France,2022.0,40.0,92.552,0.0,8.200203,36.524,1.0,35.0,0.0,18.0,0.0,0.0,Renault,False,149.6587947882736,323,12253,46.719055374592834,37.04149553887552,15.422744653731764,70,race,0,0
1338,LEC,Ferrari,1.0,0.0,France,2022.0,24.0,90.872,0.0,0.35522,0.0,0.0,0.0,0.0,17.0,0.0,0.0,Ferrari,False,51.20138790539583,311,12651,75.28264410140207,56.28452060614644,62.42741821271775,70,race,0,1
1339,STR,AstonMartin,15.0,1.0,France,2022.0,23.0,93.439,0.0,9.54691,39.844,1.0,35.0,0.0,18.0,0.0,0.0,Mercedes,False,149.69320917717036,331,12540,44.23226171930322,1.802152669593542,17.00184109899448,70,race,0,0
1340,MAG,HaasF1Team,20.0,0.0,France,2022.0,30.0,92.649,0.0,10.272183,36.591,2.0,30.0,0.0,8.0,0.0,0.0,Ferrari,False,108.5871335504886,341,12613,54.590284662229145,20.36184676391446,32.527262427418215,70,race,1,0
1341,TSU,AlphaTauri,8.0,0.0,France,2022.0,22.0,92.78,0.0,6.08786,37.648,1.0,7.0,0.0,11.0,0.0,0.0,,False,51.84070953122787,319,12395,68.0672709247982,49.99291885002125,55.37105225888684,70,race,1,0
1342,ALB,Williams,13.0,0.0,France,2022.0,26.0,93.307,0.0,9.204837,37.38,1.0,35.0,0.0,18.0,0.0,0.0,Mercedes,False,147.01207336071377,335,12904,43.37540716612378,1.118821696643535,17.695793796912618,70,race,0,0
1343,ZHO,AlfaRomeo,16.0,0.0,France,2022.0,23.0,93.674,0.0,9.855148,43.617,2.0,38.0,0.0,9.0,0.0,0.0,,False,131.740334230279,337,12677,54.31167681631497,13.30194023509418,27.53859226738422,70,race,0,0
1344,RIC,McLaren,9.0,2.0,France,2022.0,33.0,92.922,0.0,9.61387,36.264,1.0,35.0,0.0,18.0,0.0,0.0,Mercedes,False,149.6869069536893,326,12525,44.17989661521031,34.97734032006798,12.937261011188216,70,race,0,0
1345,OCO,Alpine,10.0,4.0,France,2022.0,25.0,93.048,0.0,9.914775,44.747,1.0,35.0,0.0,18.0,0.0,0.0,Renault,False,149.27637728367085,334,12330,46.355190482934425,34.0780342727659,16.353915875938252,70,race,0,0
1346,NOR,McLaren,5.0,6.0,France,2022.0,22.0,92.032,0.0,10.227161,37.539,1.0,35.0,0.0,18.0,0.0,0.0,Mercedes,False,149.67278005948165,323,12920,44.77184534768446,0.3753009488740971,16.881461549355613,70,race,0,0
1347,HAM,Mercedes,4.0,18.0,France,2022.0,37.0,91.765,0.0,9.096363,37.189,1.0,35.0,0.0,18.0,0.0,0.0,Mercedes,False,149.8245999150262,312,12736,45.44561676816315,0.1664070245007789,15.04036255487891,70,race,0,0
1348,MSC,HaasF1Team,17.0,0.0,France,2022.0,23.0,93.114,0.0,9.232036,36.8535,2.0,44.0,0.0,9.0,0.0,0.0,Ferrari,False,151.29340744936977,330,12611,45.938995892933015,35.890808667327576,17.129301798612097,70,race,0,0
1349,VET,AstonMartin,12.0,0.0,France,2022.0,35.0,93.276,0.0,6.469661,36.671,1.0,34.0,0.0,19.0,0.0,0.0,Mercedes,False,149.52326157768022,334,13404,44.67706415521881,0.1274606996176179,17.38422319784733,70,race,0,0
1350,SAI,Ferrari,19.0,10.0,France,2022.0,28.0,91.081,1.0,10.620918,41.875,2.0,18.0,0.0,35.0,0.0,0.0,Ferrari,False,149.6219019968843,344,12898,48.77198697068404,1.8694235943917288,19.10494264268517,70,race,0,0
1351,LAT,Williams,18.0,0.0,France,2022.0,27.0,93.794,0.0,8.791773,37.2195,2.0,19.0,0.0,22.0,0.0,0.0,Mercedes,False,114.33185809375442,337,12938,50.46618750885144,16.612377850162865,30.91276023226172,70,race,1,0
1352,RUS,Mercedes,6.0,15.0,France,2022.0,23.0,92.131,0.0,8.719103,38.277,1.0,35.0,0.0,18.0,0.0,0.0,Mercedes,False,149.72666761082,339,13037,44.93464098569608,0.3575980739272058,15.752018127743948,70,race,0,0
1353,BOT,AlfaRomeo,11.0,0.0,France,2022.0,32.0,93.034,0.0,9.265571,37.1875,2.0,36.0,0.0,17.0,0.0,0.0,,False,149.0271916159184,334,12517,46.829344285511965,1.2569041212292875,19.26780909219657,70,race,0,0
1354,VER,RedBullRacing,10.0,25.0,Hungary,2022.0,24.0,77.703,0.0,5.521927,21.2895,2.0,0.0,0.0,54.0,16.0,0.0,RedBull,False,137.66393211635406,317,12689,43.81595015186148,1.3495318909102294,20.48720919309892,71,race,0,0
1355,GAS,AlphaTauri,0.0,0.0,Hungary,2022.0,26.0,79.116,0.0,5.369296,21.582,2.0,0.0,0.0,30.0,39.0,0.0,,False,132.63806869774868,315,13030,46.34029495569402,3.713561073363184,20.906785233428312,71,race,0,0
1356,PER,RedBullRacing,11.0,10.0,Hungary,2022.0,32.0,78.516,0.0,5.852418,21.1425,2.0,0.0,0.0,52.0,18.0,0.0,RedBull,False,135.6298963584557,317,12844,43.68096565112565,1.3902370291511412,20.74709584494473,71,race,0,0
1357,ALO,Alpine,6.0,4.0,Hungary,2022.0,41.0,77.904,0.0,5.191908,22.083,1.0,48.0,0.0,21.0,0.0,0.0,Renault,False,134.5976766759558,310,12357,56.75661458496415,12.95049628957009,32.147665716880105,71,race,0,0
1358,LEC,Ferrari,3.0,8.0,Hungary,2022.0,24.0,77.567,0.0,6.202903,21.763667,3.0,15.0,0.0,39.0,16.0,0.0,Ferrari,False,135.84093684441245,310,12602,52.26411372389392,5.8615399066912985,26.953063844443747,71,race,0,0
1359,STR,AstonMartin,14.0,0.0,Hungary,2022.0,23.0,79.137,0.0,5.873642,21.697,2.0,0.0,0.0,32.0,37.0,0.0,Mercedes,False,133.7673857907756,312,12539,42.90080470927138,1.246203463067915,22.278235275699032,71,race,0,0
1360,MAG,HaasF1Team,13.0,0.0,Hungary,2022.0,30.0,78.825,0.0,6.705134,25.332667,3.0,29.0,0.0,38.0,2.0,0.0,Ferrari,False,134.18442558787612,312,12644,56.40088298838338,13.285530888937595,33.25609794282494,71,race,0,0
1361,TSU,AlphaTauri,16.0,0.0,Hungary,2022.0,22.0,79.24,0.0,7.705214,21.907,3.0,0.0,0.0,20.0,48.0,0.0,,False,134.16723549488054,314,12972,44.23035977079876,1.1178257193850394,19.936124244606567,71,race,0,0
1362,ALB,Williams,17.0,0.0,Hungary,2022.0,26.0,79.256,0.0,6.343617,25.779333,3.0,0.0,0.0,38.0,31.0,0.0,Mercedes,False,133.78523342831198,323,13403,39.1739988101575,0.1189842502426652,21.42029620815981,71,race,0,0
1363,ZHO,AlfaRomeo,12.0,0.0,Hungary,2022.0,23.0,78.573,0.0,6.025483,25.2695,2.0,24.0,0.0,27.0,18.0,0.0,,False,133.875410965338,314,12978,42.635845570967845,0.0219181513604909,19.359989980273664,71,race,0,0
1364,RIC,McLaren,9.0,0.0,Hungary,2022.0,33.0,78.198,0.0,5.872551,21.5395,2.0,23.0,0.0,31.0,15.0,0.0,Mercedes,False,134.20255503021573,311,13005,42.02836835018944,1.1616620221060212,17.24019162726618,71,race,0,0
1365,OCO,Alpine,5.0,2.0,Hungary,2022.0,25.0,78.018,0.0,5.307518,23.581,1.0,46.0,0.0,23.0,0.0,0.0,Renault,False,134.0545761968876,306,12351,43.84322259448289,1.0301531139430755,20.21479788333281,71,race,0,0
1366,NOR,McLaren,4.0,6.0,Hungary,2022.0,22.0,77.769,0.0,5.984327,22.711,2.0,28.0,0.0,28.0,14.0,0.0,Mercedes,False,134.23959670601496,308,12817,42.01969502457964,0.8923818768199895,20.34630679149576,71,race,0,0
1367,HAM,Mercedes,7.0,18.0,Hungary,2022.0,37.0,78.035,1.0,5.725764,21.897,2.0,0.0,0.0,51.0,19.0,0.0,Mercedes,False,135.79763283965306,317,13103,46.90819425744434,1.5561887465948587,20.26489651501393,71,race,0,0
1368,MSC,HaasF1Team,15.0,0.0,Hungary,2022.0,23.0,79.164,0.0,5.758663,22.7595,2.0,20.0,0.0,49.0,0.0,0.0,Ferrari,False,133.99843441775997,314,12741,42.82409117950966,0.6638068697748692,21.226164010395465,71,race,0,0
1369,VET,AstonMartin,18.0,1.0,Hungary,2022.0,35.0,79.273,0.0,5.344818,23.216,2.0,0.0,0.0,54.0,15.0,0.0,Mercedes,False,133.79256035319534,313,12555,43.51028587531703,1.0959075680245485,21.5267558004822,71,race,0,0
1370,SAI,Ferrari,2.0,12.0,Hungary,2022.0,28.0,77.421,0.0,5.749621,23.138,2.0,0.0,0.0,47.0,23.0,0.0,Ferrari,False,135.73422675893164,311,12612,52.55261921908758,7.154710836960265,29.34527350721733,71,race,0,0
1371,LAT,Williams,19.0,0.0,Hungary,2022.0,27.0,79.57,0.0,6.321042,24.364667,3.0,0.0,0.0,39.0,30.0,0.0,Mercedes,False,134.19992485205248,321,13192,41.74468484829508,0.6293640604940978,21.54867395184269,71,race,0,0
1372,RUS,Mercedes,1.0,15.0,Hungary,2022.0,23.0,77.377,0.0,5.4379,22.253,2.0,0.0,0.0,54.0,16.0,0.0,Mercedes,False,136.0004070513824,316,13338,55.92172088799825,11.679243510661614,29.51435638914112,71,race,0,0
1373,BOT,AlfaRomeo,8.0,0.0,Hungary,2022.0,32.0,78.157,0.0,4.3259,22.272,1.0,39.0,0.0,26.0,0.0,0.0,,False,126.4646021855528,312,12565,46.33415787331308,5.310454958198954,25.75695901305696,71,race,1,0
1374,VER,RedBullRacing,14.0,25.0,Belgium,2022.0,24.0,103.665,1.0,5.064566,22.602,2.0,0.0,0.0,29.0,15.0,0.0,RedBull,False,129.16135825976573,342,12841,41.32046621660608,3.1042640355432463,14.375973688765797,72,race,0,0
1375,GAS,AlphaTauri,0.0,2.0,Belgium,2022.0,26.0,105.827,0.0,3.175134,22.6995,2.0,12.0,0.0,32.0,0.0,0.0,,False,126.48078587502164,347,12865,60.74975477468121,21.294212682476488,30.97051526166984,72,race,0,0
1376,PER,RedBullRacing,2.0,18.0,Belgium,2022.0,32.0,104.462,0.0,4.231359,22.4995,2.0,17.0,0.0,27.0,0.0,0.0,RedBull,False,126.12154520800875,339,12769,39.9982401477122,1.9473775315907909,13.392187409843634,72,race,0,0
1377,ALO,Alpine,3.0,10.0,Belgium,2022.0,41.0,105.368,0.0,4.62149,23.2975,2.0,19.0,0.0,25.0,0.0,0.0,Renault,False,129.40716057930877,340,12556,56.591396918816,14.996249495124344,26.643009635912527,72,race,0,0
1378,LEC,Ferrari,15.0,8.0,Belgium,2022.0,24.0,104.551,0.0,5.323189,23.573667,3.0,0.0,0.0,39.0,5.0,0.0,Ferrari,False,128.5632969822861,340,12518,59.3297270786452,17.535052795568635,31.152270497951644,72,race,0,0
1379,STR,AstonMartin,9.0,0.0,Belgium,2022.0,23.0,106.256,0.0,5.458235,23.452,2.0,18.0,0.0,26.0,0.0,0.0,Mercedes,False,128.9098147827592,338,13037,50.53987075183198,10.761063989383189,24.62350701055912,72,race,0,0
1380,MAG,HaasF1Team,12.0,0.0,Belgium,2022.0,30.0,106.557,0.0,5.469657,25.1055,2.0,16.0,0.0,27.0,0.0,0.0,Ferrari,False,126.86250072125094,338,12592,48.88869655530552,9.275287057873175,21.81639836131787,72,race,0,0
1381,TSU,AlphaTauri,0.0,0.0,Belgium,2022.0,22.0,106.692,0.0,6.727751,27.154,2.0,18.0,0.0,26.0,0.0,0.0,,False,126.63132537072298,353,13180,61.26495874444637,22.179908833881484,31.991806589348563,72,race,0,0
1382,ALB,Williams,6.0,1.0,Belgium,2022.0,26.0,105.672,0.0,4.907163,23.8745,2.0,16.0,0.0,28.0,0.0,0.0,Mercedes,False,128.9617160002308,339,12860,50.89034100744331,13.403727424845652,26.95459004096705,72,race,0,0
1383,ZHO,AlfaRomeo,18.0,0.0,Belgium,2022.0,23.0,106.085,0.0,5.772035,23.554,2.0,0.0,0.0,28.0,16.0,0.0,,False,129.0737118458254,352,12591,42.95681149385494,4.217875483238128,18.204373665685765,72,race,0,0
1384,RIC,McLaren,7.0,0.0,Belgium,2022.0,33.0,105.767,0.0,4.678688,23.1155,2.0,20.0,0.0,24.0,0.0,0.0,Mercedes,False,126.31957186544342,348,13177,49.65515550170216,11.79966533956494,21.10380243494316,72,race,0,0
1385,OCO,Alpine,16.0,6.0,Belgium,2022.0,25.0,105.18,0.0,5.326361,23.501,2.0,20.0,0.0,24.0,0.0,0.0,Renault,False,129.0080780105014,347,12391,54.13882638047429,13.69799780739715,25.232242801915643,72,race,0,0
1386,NOR,McLaren,17.0,0.0,Belgium,2022.0,22.0,105.603,0.0,5.572151,23.298,2.0,16.0,0.0,28.0,0.0,0.0,Mercedes,False,128.468466909007,340,12818,51.333939184120936,13.20177716231031,26.43240436212568,72,race,0,0
1387,MSC,HaasF1Team,19.0,0.0,Belgium,2022.0,23.0,106.342,0.0,6.179683,24.57,2.0,16.0,0.0,27.0,0.0,0.0,Ferrari,False,126.40594887773354,337,12762,50.815417460042696,11.695805204546769,25.313022906929778,72,race,0,0
1388,VET,AstonMartin,10.0,4.0,Belgium,2022.0,35.0,106.344,0.0,4.869788,23.0275,2.0,19.0,0.0,25.0,0.0,0.0,Mercedes,False,128.95453234089203,337,13218,53.4891235358606,13.175812128555767,25.71980843575097,72,race,0,0
1389,SAI,Ferrari,1.0,15.0,Belgium,2022.0,28.0,104.297,0.0,4.233624,22.6465,2.0,19.0,0.0,14.0,11.0,0.0,Ferrari,False,129.06704748716174,336,13013,47.21871213432578,6.289308176100629,18.46690900698171,72,race,0,0
1390,LAT,Williams,11.0,0.0,Belgium,2022.0,27.0,106.401,0.0,3.695207,27.802333,3.0,19.0,0.0,15.0,9.0,0.0,Mercedes,False,123.73117535052796,347,13067,55.63553747619872,17.794703133114073,30.713749927874908,72,race,0,0
1391,RUS,Mercedes,5.0,12.0,Belgium,2022.0,23.0,105.461,0.0,4.566195,22.901,2.0,15.0,0.0,29.0,0.0,0.0,Mercedes,False,129.16894581962956,334,13270,45.20956667243667,5.446887080953205,15.881945646529342,72,race,0,0
1392,VER,RedBullRacing,1.0,25.0,Netherlands,2022.0,24.0,70.342,1.0,12.550062,18.253,4.0,8.0,0.0,30.0,34.0,0.0,RedBull,False,120.19140592864782,330,12325,36.33874461842213,26.96136232758384,14.300600542956646,73,race,0,0
1393,GAS,AlphaTauri,11.0,0.0,Netherlands,2022.0,26.0,71.512,0.0,9.433667,17.5085,4.0,24.0,0.0,21.0,27.0,0.0,,False,119.83508377437136,325,13089,38.91282529410152,0.0438752845037979,12.734801327227355,73,race,0,0
1394,PER,RedBullRacing,5.0,10.0,Netherlands,2022.0,32.0,71.077,0.0,12.406686,17.734,4.0,16.0,0.0,42.0,14.0,0.0,RedBull,False,120.0800175501138,332,12869,37.12419447719856,0.2221186278004771,14.580305481668358,73,race,0,0
1395,ALO,Alpine,13.0,8.0,Netherlands,2022.0,41.0,71.613,0.0,11.453943,18.947,3.0,35.0,0.0,0.0,37.0,0.0,Renault,False,120.2660487564099,327,12698,38.21482436175173,0.3016425809636109,15.156168590780704,73,race,0,0
1396,LEC,Ferrari,2.0,15.0,Netherlands,2022.0,24.0,70.363,0.0,12.805838,17.937,4.0,11.0,0.0,28.0,33.0,0.0,Ferrari,False,120.23040008775055,326,12683,57.24128664271807,16.804233964954616,32.43206186415115,73,race,0,0
1397,STR,AstonMartin,10.0,1.0,Netherlands,2022.0,23.0,71.416,0.0,10.709084,18.4195,4.0,18.0,0.0,22.0,32.0,0.0,Mercedes,False,120.096580470014,321,12980,36.78402391203006,0.3455178654674089,15.622343488633556,73,race,0,0
1398,MAG,HaasF1Team,18.0,0.0,Netherlands,2022.0,30.0,72.041,0.0,10.402328,20.58325,4.0,13.0,0.0,34.0,25.0,0.0,Ferrari,False,120.24221899251378,335,12998,47.84155537883566,9.9459785559547,24.18625058271862,73,race,0,0
1399,TSU,AlphaTauri,9.0,0.0,Netherlands,2022.0,22.0,71.427,0.0,2.975542,30.250333,3.0,1.0,0.0,29.0,13.0,0.0,,False,73.84693010118737,321,13013,49.18353579948995,24.72098061260866,33.05454246304878,73,race,1,0
1400,ALB,Williams,15.0,0.0,Netherlands,2022.0,26.0,71.695,0.0,10.835055,18.4645,4.0,13.0,0.0,42.0,17.0,0.0,Mercedes,False,120.00408588586942,328,13183,44.51868812899334,10.360051553459291,26.18257602764143,73,race,0,0
1401,ZHO,AlfaRomeo,14.0,0.0,Netherlands,2022.0,23.0,71.704,0.0,10.292396,19.82425,4.0,0.0,0.0,18.0,54.0,0.0,,False,119.8841966709628,325,12419,41.83626292264239,4.516412098609702,20.3471631886363,73,race,0,0
1402,RIC,McLaren,17.0,0.0,Netherlands,2022.0,33.0,72.081,0.0,10.313083,18.7238,5.0,20.0,0.0,16.0,36.0,0.0,Mercedes,False,120.21674390544877,325,12851,46.561384265226096,10.993500973482876,23.2566429922944,73,race,0,0
1403,OCO,Alpine,12.0,2.0,Netherlands,2022.0,25.0,71.605,0.0,10.753996,18.366,3.0,38.0,0.0,0.0,34.0,0.0,Renault,False,120.20185373077028,320,12094,46.314119614994375,8.407601393040283,21.97329092055832,73,race,0,0
1404,NOR,McLaren,7.0,6.0,Netherlands,2022.0,22.0,71.116,0.0,11.701652,20.561333,3.0,30.0,0.0,17.0,25.0,0.0,Mercedes,False,119.9290317273151,328,12670,49.83289001014616,13.434063674006635,28.13776839334193,73,race,0,0
1405,HAM,Mercedes,4.0,12.0,Netherlands,2022.0,37.0,70.648,0.0,14.434022,17.455,3.0,19.0,0.0,53.0,0.0,0.0,Mercedes,False,120.43899964351333,321,12749,48.35750130254751,9.254942825019882,24.35626731017084,73,race,0,0
1406,MSC,HaasF1Team,8.0,0.0,Netherlands,2022.0,23.0,71.42,0.0,10.661481,20.7635,4.0,14.0,0.0,33.0,25.0,0.0,Ferrari,False,120.1886088792607,329,12921,50.2241752817616,12.339923766693174,28.307785120794144,73,race,0,0
1407,VET,AstonMartin,19.0,0.0,Netherlands,2022.0,35.0,72.391,0.0,9.921528,18.65125,4.0,13.0,0.0,26.0,33.0,0.0,Mercedes,False,120.01905832670634,323,13088,37.70153837716291,0.2961581704006362,15.797844626648752,73,race,0,0
1408,SAI,Ferrari,3.0,4.0,Netherlands,2022.0,28.0,70.434,0.0,11.427244,23.454,3.0,14.0,0.0,29.0,29.0,0.0,Ferrari,False,120.07261359585378,323,12715,42.081333808648914,3.274193106095922,17.931280335645926,73,race,0,0
1409,LAT,Williams,20.0,0.0,Netherlands,2022.0,27.0,73.353,0.0,9.14,18.88175,4.0,28.0,0.0,13.0,30.0,0.0,Mercedes,False,118.62708750377053,325,13100,46.99786107988044,11.63517700935092,27.36446650396249,73,race,0,0
1410,RUS,Mercedes,6.0,18.0,Netherlands,2022.0,23.0,70.824,0.0,14.491673,20.488,3.0,17.0,0.0,40.0,15.0,0.0,Mercedes,False,120.38410069377794,321,13258,42.58197822689007,4.914031864425371,19.1104286066855,73,race,0,0
1411,BOT,AlfaRomeo,16.0,0.0,Netherlands,2022.0,33.0,71.961,0.0,6.079907,20.395,2.0,0.0,0.0,19.0,34.0,0.0,,False,88.80302739463076,321,12610,50.02457015932213,20.96415937697096,33.531686182027585,73,race,1,0
1412,VER,RedBullRacing,7.0,25.0,Italy,2022.0,24.0,80.306,0.0,14.571421,23.941,2.0,0.0,0.0,23.0,30.0,0.0,RedBull,False,137.91460837007065,347,12656,40.95135575819796,34.153632465728606,11.01515792016426,74,race,0,0
1413,GAS,AlphaTauri,5.0,4.0,Italy,2022.0,26.0,81.91,0.0,9.580686,25.376,1.0,35.0,0.0,18.0,0.0,0.0,,False,135.83730901624494,354,13251,42.57385711697566,0.5586086116311372,10.960806812005556,74,race,0,0
1414,PER,RedBullRacing,13.0,8.0,Italy,2022.0,32.0,81.206,1.0,10.734791,23.4985,2.0,35.0,0.0,7.0,11.0,0.0,RedBull,False,135.5079413008032,355,12870,41.55875958693158,0.5072770094812489,11.021196932181896,74,race,0,0
1415,ALO,Alpine,6.0,0.0,Italy,2022.0,41.0,81.829,0.0,4.212343,0.0,0.0,0.0,0.0,31.0,0.0,0.0,Renault,False,81.66791472915031,345,12356,61.64339634035872,34.10230086357872,40.60631680657045,74,race,1,0
