,Abbreviation,TeamName,GridPosition,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLap,SDLapTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,AverageSpeed,MaxSpeed,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID,CircuitType,carIssue,driverIssue
830,SAI,Ferrari,5.0,4.0,Azerbaijan,2021.0,27.0,101.576,0.0,8.58548,682.635667,3.0,38.0,0.0,0.0,13.0,0.0,Ferrari,False,110.51855231143551,343,12807,39.62598259404829,3.766610518435336,20.423919146546883,43,race,0,0
831,LAT,Williams,16.0,0.0,Azerbaijan,2021.0,25.0,103.128,0.0,8.563817,1035.162,2.0,39.0,0.0,9.0,3.0,0.0,Mercedes,False,110.46378439079167,333,13101,34.46546883773161,0.072524798802171,15.630263896687255,43,race,0,0
832,RUS,Williams,15.0,0.0,Azerbaijan,2021.0,22.0,102.728,0.0,9.073981,524.40225,4.0,46.0,0.0,1.0,1.0,0.0,Mercedes,False,104.15651319483436,341,12913,37.4225622309564,4.166666666666666,16.561388732921582,43,race,1,0
833,RAI,AlfaRomeoRacing,14.0,1.0,Azerbaijan,2021.0,41.0,102.587,0.0,10.383595,683.849667,3.0,35.0,0.0,13.0,3.0,0.0,Ferrari,False,110.48949560172188,346,12785,36.69312652068127,1.492607149541456,17.062043795620436,43,race,0,0
834,BOT,Mercedes,10.0,0.0,Azerbaijan,2021.0,31.0,102.106,0.0,6.649892,692.310333,3.0,36.0,0.0,0.0,15.0,0.0,Mercedes,False,110.30268575706532,342,13361,35.541479505895566,0.2737226277372263,15.590492232827998,43,race,0,0
835,MAZ,HaasF1Team,18.0,0.0,Azerbaijan,2021.0,22.0,104.238,0.0,9.126506,333.159333,6.0,25.0,0.0,0.0,26.0,0.0,Ferrari,False,110.557130825379,332,12376,32.54660303200449,25.271383118098445,15.58113419427288,43,race,0,0
836,GIO,AlfaRomeoRacing,20.0,0.0,Azerbaijan,2021.0,27.0,108.653,0.0,10.412482,518.2,4.0,46.0,0.0,0.0,5.0,0.0,Ferrari,False,110.43622496724689,341,12653,41.03251918397904,5.869829683698296,21.19127830806663,43,race,0,0
837,GAS,AlphaTauri,6.0,6.0,France,2021.0,24.0,90.868,0.0,3.187795,30.781,1.0,36.0,0.0,17.0,0.0,0.0,,False,151.9281060435857,336,13066,47.24800205411304,0.6258625669993901,15.235741566903105,44,race,0,0
838,PER,RedBullRacing,4.0,15.0,France,2021.0,31.0,90.445,0.0,2.988368,29.682,1.0,29.0,0.0,24.0,0.0,0.0,Honda,False,152.0272811888179,337,13040,46.16416856565138,38.036396315434736,14.99502519498026,44,race,0,0
839,ALO,Alpine,9.0,4.0,France,2021.0,39.0,91.34,0.0,3.305303,31.288,1.0,35.0,0.0,18.0,0.0,0.0,Renault,False,152.0737234008409,334,12500,47.33851140995603,37.57743043296851,13.602079789453414,44,race,0,0
840,LEC,Ferrari,7.0,0.0,France,2021.0,23.0,90.987,0.0,4.274124,31.083,2.0,24.0,0.0,28.0,0.0,0.0,Ferrari,False,149.14706165548674,332,12429,50.61719677761017,3.642841095099015,20.74975125974901,44,race,0,0
841,STR,AstonMartin,19.0,1.0,France,2021.0,22.0,92.122,0.0,3.136024,30.996,1.0,34.0,0.0,0.0,19.0,0.0,Mercedes,False,151.97657027313284,338,13034,45.27964823314183,7.2118625028083585,16.339827326122542,44,race,0,0
842,TSU,AlphaTauri,0.0,0.0,France,2021.0,21.0,97.371,0.0,3.127663,30.226,1.0,37.0,0.0,15.0,0.0,0.0,,False,146.51859935167056,335,12802,66.55416118368264,20.89097153127708,35.41419263728857,44,race,0,0
843,RIC,McLaren,10.0,8.0,France,2021.0,32.0,91.382,0.0,2.971588,29.951,1.0,37.0,0.0,16.0,0.0,0.0,Mercedes,False,151.89402060532143,337,12914,44.99605225150047,4.493372275893058,13.42234489841769,44,race,0,0
844,OCO,Alpine,11.0,0.0,France,2021.0,24.0,91.736,0.0,3.150036,30.207,1.0,28.0,0.0,24.0,0.0,0.0,Renault,False,149.39259235484803,332,12266,46.36611355393652,0.0834483422665853,14.96934878197516,44,race,0,0
845,VER,RedBullRacing,1.0,25.0,France,2021.0,23.0,89.99,1.0,3.915694,29.963,2.0,14.0,0.0,39.0,0.0,0.0,Honda,False,152.04406714382,338,12867,46.29226177103059,0.728568219019803,15.531020316461792,44,race,0,0
846,NOR,McLaren,8.0,10.0,France,2021.0,21.0,91.252,0.0,3.205124,30.531,1.0,29.0,0.0,24.0,0.0,0.0,Mercedes,False,152.11769425811215,349,12972,45.91526783708316,0.1476393747793433,15.569534935969443,44,race,0,0
847,HAM,Mercedes,2.0,18.0,France,2021.0,35.0,90.248,0.0,2.914878,30.263,1.0,34.0,0.0,19.0,0.0,0.0,Mercedes,False,152.23128029014347,327,12818,47.1242738389447,0.2984883011843245,14.914786404339312,44,race,0,0
848,MSC,HaasF1Team,15.0,0.0,France,2021.0,22.0,92.942,0.0,3.576087,31.457,1.0,37.0,0.0,15.0,0.0,0.0,Ferrari,False,148.51266168116314,331,12554,43.1134576499663,0.568090637737908,15.98998619892801,44,race,0,0
849,VET,AstonMartin,12.0,2.0,France,2021.0,34.0,91.767,0.0,3.131759,31.069,1.0,37.0,0.0,16.0,0.0,0.0,Mercedes,False,151.9418108290272,337,12974,45.864974163109416,4.281541868600956,16.192187951343197,44,race,0,0
850,SAI,Ferrari,5.0,0.0,France,2021.0,27.0,90.84,0.0,2.983669,30.534,1.0,36.0,0.0,17.0,0.0,0.0,Ferrari,False,152.08161889783997,332,12453,51.7197419520493,4.005520428796097,20.19449882851366,44,race,0,0
851,LAT,Williams,16.0,0.0,France,2021.0,25.0,93.062,0.0,3.130146,29.775,1.0,34.0,0.0,18.0,0.0,0.0,Mercedes,False,149.3619411368232,330,13117,46.60618801553423,1.0302660718297654,17.809801970664697,44,race,0,0
852,RUS,Williams,14.0,0.0,France,2021.0,22.0,92.065,0.0,2.993786,30.092,1.0,35.0,0.0,17.0,0.0,0.0,Mercedes,False,149.25040921783227,337,12644,45.43133164296948,0.7381968738967166,16.11194916070225,44,race,0,0
853,RAI,AlfaRomeoRacing,17.0,0.0,France,2021.0,41.0,93.354,0.0,3.416765,31.327,1.0,33.0,0.0,19.0,0.0,0.0,Ferrari,False,149.48027730526044,335,12916,47.49301922521424,1.51169881567545,19.60394132939628,44,race,0,0
854,BOT,Mercedes,3.0,12.0,France,2021.0,31.0,90.376,0.0,2.961235,30.572,1.0,36.0,0.0,17.0,0.0,0.0,Mercedes,False,152.051577494624,329,12867,46.01941778733511,36.15880861443656,15.434733767692654,44,race,0,0
855,MAZ,HaasF1Team,18.0,0.0,France,2021.0,22.0,93.554,0.0,3.166928,30.983,1.0,31.0,0.0,21.0,0.0,0.0,Ferrari,False,149.6060596334692,331,12600,42.07994993099464,33.446737490772534,15.810251307892289,44,race,0,0
856,GIO,AlfaRomeoRacing,13.0,0.0,France,2021.0,27.0,91.813,0.0,3.159553,30.586,1.0,28.0,0.0,24.0,0.0,0.0,Ferrari,False,149.3592130179414,335,12624,47.57338639792021,2.27557210257727,17.183939403665306,44,race,0,0
857,PER,RedBullRacing,4.0,12.0,Austria,2021.0,31.0,64.168,0.0,3.052528,22.219,2.0,28.0,0.0,17.0,26.0,0.0,Honda,False,158.38953860672038,321,12839,49.99288867918169,42.927437565299456,14.000202217653602,45,race,0,0
858,ALO,Alpine,8.0,2.0,Austria,2021.0,39.0,64.574,0.0,2.152681,21.131,1.0,43.0,0.0,0.0,27.0,0.0,Renault,False,156.32863739004415,331,12523,50.70722254052779,42.37133901789626,12.918337770887398,45,race,0,0
859,LEC,Ferrari,7.0,6.0,Austria,2021.0,23.0,64.472,0.0,3.677079,25.155,2.0,36.0,0.0,33.0,1.0,0.0,Ferrari,False,156.4765596036534,325,12417,52.31057261298911,1.0043476795524249,17.26938761753901,45,race,0,0
860,STR,AstonMartin,9.0,4.0,Austria,2021.0,22.0,64.663,0.0,8.984633,20.936,1.0,42.0,0.0,0.0,28.0,0.0,Mercedes,False,156.3698560884365,326,12799,50.80654511138823,20.30939301000977,14.64055812072394,45,race,0,0
861,TSU,AlphaTauri,11.0,1.0,Austria,2021.0,21.0,64.514,0.0,2.160088,21.234,1.0,44.0,0.0,0.0,26.0,0.0,,False,156.18971386202014,335,12721,48.44882208216777,0.0943682383472077,15.739274038623572,45,race,0,0
862,RIC,McLaren,13.0,0.0,Austria,2021.0,32.0,64.808,0.0,2.38,21.41,1.0,29.0,0.0,41.0,0.0,0.0,Mercedes,False,155.92915641535507,335,12958,47.72508509992922,0.1887364766944154,13.413771022210238,45,race,0,0
863,OCO,Alpine,17.0,0.0,Austria,2021.0,24.0,65.217,0.0,2.147429,21.238,1.0,34.0,0.0,36.0,0.0,0.0,Renault,False,156.3575545145091,322,12531,49.66165616258299,5.722759596912811,13.92605574466651,45,race,0,0
864,VER,RedBullRacing,1.0,25.0,Austria,2021.0,23.0,63.841,0.0,2.141296,20.936,1.0,42.0,0.0,29.0,0.0,0.0,Honda,False,158.64015368541675,320,12590,48.525833305247545,40.15031512251019,13.140777189848674,45,race,0,0
865,NOR,McLaren,3.0,10.0,Austria,2021.0,21.0,64.12,0.0,2.498554,21.692,1.0,39.0,0.0,0.0,31.0,0.0,Mercedes,False,156.29062047116713,311,12979,49.80263557008527,0.5459876647231303,14.057497219507262,45,race,0,0
866,HAM,Mercedes,2.0,18.0,Austria,2021.0,35.0,64.067,1.0,3.022991,21.4295,2.0,41.0,0.0,28.0,2.0,0.0,Mercedes,False,158.60564187253547,319,12916,51.24114455191938,39.01452596811701,12.49705099255165,45,race,0,0
867,MSC,HaasF1Team,19.0,0.0,Austria,2021.0,22.0,66.041,0.0,2.476483,22.4,1.0,36.0,0.0,33.0,0.0,0.0,Ferrari,False,154.43948636715984,322,12520,45.219338748272726,36.89461089953153,14.165346634761214,45,race,0,0
868,VET,AstonMartin,14.0,0.0,Austria,2021.0,34.0,64.711,0.0,2.127492,21.546,1.0,43.0,0.0,27.0,0.0,0.0,Mercedes,False,156.26193926729803,322,13181,50.15378652556368,12.274611573590374,14.55630076505679,45,race,0,0
869,SAI,Ferrari,12.0,8.0,Austria,2021.0,27.0,64.711,0.0,2.334533,21.226,1.0,29.0,0.0,41.0,0.0,0.0,Ferrari,False,156.4659768797816,324,12752,49.4998483367598,41.35688045566378,16.578477301068382,45,race,0,0
870,LAT,Williams,16.0,0.0,Austria,2021.0,25.0,65.175,0.0,3.612627,24.186,2.0,43.0,0.0,1.0,24.0,0.0,Mercedes,False,152.0581712783526,320,13114,46.88682551986789,0.2291800074146472,16.554885241481582,45,race,0,0
871,RUS,Williams,10.0,0.0,Austria,2021.0,22.0,64.671,0.0,8.963641,41.812,2.0,11.0,0.0,25.0,0.0,0.0,Mercedes,False,80.37713592396616,328,12854,59.79855751407098,33.814161976340536,41.990495770280745,45,race,1,0
872,RAI,AlfaRomeoRacing,18.0,0.0,Austria,2021.0,41.0,65.429,0.0,2.232945,21.227,1.0,36.0,0.0,34.0,0.0,0.0,Ferrari,False,156.3993798658623,326,13000,51.93283003606215,2.4232415489872263,17.357015267432846,45,race,0,0
873,BOT,Mercedes,5.0,15.0,Austria,2021.0,31.0,64.035,0.0,2.167831,21.752,1.0,44.0,0.0,27.0,0.0,0.0,Mercedes,False,158.47029085639176,320,13108,49.93397593609922,41.33328839607698,13.238515722422568,45,race,0,0
874,MAZ,HaasF1Team,20.0,0.0,Austria,2021.0,22.0,66.192,0.0,2.596293,22.759,1.0,47.0,0.0,21.0,0.0,0.0,Ferrari,False,152.29955175086786,326,12497,45.41461359576691,38.064102996191565,15.476391088942066,45,race,0,0
875,GIO,AlfaRomeoRacing,15.0,0.0,Austria,2021.0,27.0,64.913,0.0,2.255922,21.21,1.0,47.0,0.0,23.0,0.0,0.0,Ferrari,False,156.75383370968285,332,12699,54.77014593374002,4.772336624987361,19.0286812038691,45,race,0,0
876,GAS,AlphaTauri,6.0,2.0,Austria,2021.0,25.0,64.107,0.0,7.382338,21.707,2.0,58.0,0.0,0.0,13.0,0.0,,False,128.91844413237592,326,12815,44.59590365915052,3.131872499403832,14.398134654619644,46,race,0,0
877,PER,RedBullRacing,3.0,8.0,Austria,2021.0,31.0,63.99,0.0,7.511189,21.735,1.0,39.0,0.0,32.0,0.0,0.0,Honda,False,127.35404467290216,328,12769,49.96004345406852,11.157626983916694,24.045467793646168,46,race,0,0
878,ALO,Alpine,14.0,1.0,Austria,2021.0,39.0,64.472,0.0,6.38382,22.663,1.0,38.0,0.0,32.0,0.0,0.0,Renault,False,125.7598897750457,326,12570,54.65483161548449,14.07752841737103,25.206009379719667,46,race,0,0
879,LEC,Ferrari,12.0,4.0,Austria,2021.0,23.0,64.6,0.0,6.65139,21.143,1.0,37.0,0.0,34.0,0.0,0.0,Ferrari,False,129.0144935216343,333,12484,60.12734161786916,17.79497098646035,31.846003020587688,46,race,0,0
880,STR,AstonMartin,9.0,0.0,Austria,2021.0,22.0,64.547,0.0,7.094873,21.4315,2.0,56.0,0.0,0.0,14.0,0.0,Mercedes,False,125.53162343340134,333,13041,54.3366100527278,13.937097586179489,26.816989480935856,46,race,0,0
881,TSU,AlphaTauri,7.0,0.0,Austria,2021.0,21.0,64.273,0.0,7.461899,23.8745,2.0,58.0,0.0,0.0,12.0,0.0,,False,127.1892901618929,325,12724,41.13900002649638,1.3486659071036804,13.934447947855116,46,race,0,0
882,RIC,McLaren,13.0,6.0,Austria,2021.0,32.0,64.719,0.0,6.484101,21.151,1.0,42.0,0.0,29.0,0.0,0.0,Mercedes,False,128.9467422696802,325,13095,52.74473384383032,12.222781590312923,22.551071778702205,46,race,0,0
883,VER,RedBullRacing,1.0,25.0,Austria,2021.0,23.0,63.72,1.0,8.101585,21.163,2.0,39.0,0.0,32.0,0.0,0.0,Honda,False,129.0519859039241,330,12316,50.16486049654223,10.309742720118704,21.81977160117644,46,race,0,0
884,NOR,McLaren,2.0,15.0,Austria,2021.0,21.0,63.768,0.0,7.808886,26.474,1.0,41.0,0.0,30.0,0.0,0.0,Mercedes,False,129.0869611298058,325,13283,52.93707108979624,11.512678519382105,22.98561246389868,46,race,0,0
885,HAM,Mercedes,4.0,12.0,Austria,2021.0,36.0,64.014,0.0,7.491925,21.213,2.0,40.0,0.0,31.0,0.0,0.0,Mercedes,False,129.06147160912536,321,12807,56.34217429320898,14.021886012559287,25.11062240004239,46,race,0,0
886,MSC,HaasF1Team,19.0,0.0,Austria,2021.0,22.0,65.427,0.0,6.272057,21.798,1.0,35.0,0.0,34.0,0.0,0.0,Ferrari,False,125.90082403751887,322,12415,47.871625023184336,11.393444794785513,24.140854773323444,46,race,0,0
887,VET,AstonMartin,11.0,0.0,Austria,2021.0,34.0,64.493,0.0,6.961053,20.9635,2.0,53.0,0.0,0.0,17.0,0.0,Mercedes,False,123.7919768951538,326,12886,56.1366418483877,15.246018918417636,27.55358893511036,46,race,1,0
888,SAI,Ferrari,10.0,10.0,Austria,2021.0,27.0,64.559,0.0,6.374148,21.431,1.0,48.0,0.0,23.0,0.0,0.0,Ferrari,False,129.10386582231524,328,12684,58.84412177737739,17.098116107151373,31.06965899154765,46,race,0,0
889,LAT,Williams,18.0,0.0,Austria,2021.0,26.0,65.195,0.0,6.016446,21.152,1.0,37.0,0.0,33.0,0.0,0.0,Mercedes,False,127.22376195649294,322,13181,54.22731247184759,13.897353011313957,28.200100686256324,46,race,0,0
890,RUS,Williams,8.0,0.0,Austria,2021.0,22.0,64.553,0.0,6.331513,21.606,1.0,40.0,0.0,30.0,0.0,0.0,Mercedes,False,127.13945046501152,324,13013,55.016692721443526,15.079091703982408,26.83553694920644,46,race,0,0
891,RAI,AlfaRomeoRacing,16.0,0.0,Austria,2021.0,41.0,65.009,0.0,7.146165,21.896,1.0,37.0,0.0,33.0,0.0,0.0,Ferrari,False,129.12853395511513,326,12761,44.68760764155693,4.175829999205108,17.090167192178267,46,race,0,0
892,BOT,Mercedes,5.0,18.0,Austria,2021.0,31.0,64.049,0.0,7.271748,21.071,1.0,41.0,0.0,30.0,0.0,0.0,Mercedes,False,129.05529795182957,319,12746,55.40796481280305,13.862907713097162,25.137118783286084,46,race,0,0
893,MAZ,HaasF1Team,20.0,0.0,Austria,2021.0,22.0,65.951,0.0,6.358214,22.591,2.0,42.0,0.0,27.0,0.0,0.0,Ferrari,False,125.7501126096288,327,12507,47.35788664847249,10.65154606396227,24.48000847884264,46,race,0,0
894,GIO,AlfaRomeoRacing,15.0,0.0,Austria,2021.0,27.0,64.777,0.0,7.238438,24.1255,2.0,69.0,0.0,1.0,0.0,0.0,Ferrari,False,129.21999947007234,323,12638,46.23136641848388,5.079356667814843,17.702233645107444,46,race,0,0
895,GAS,AlphaTauri,11.0,0.0,UK,2021.0,25.0,87.273,0.0,6.310042,708.036333,3.0,18.0,0.0,28.0,6.0,0.0,,False,107.61592939638264,334,12865,35.78455001089562,1.375027239049902,9.819132708651122,47,race,0,0
896,PER,RedBullRacing,0.0,0.0,UK,2021.0,31.0,86.813,1.0,5.40367,540.30675,4.0,18.0,0.0,30.0,3.0,0.0,Honda,False,103.6679450860754,340,12710,40.59731967748965,10.235345391152755,19.92155153628241,47,race,0,0
897,ALO,Alpine,7.0,6.0,UK,2021.0,39.0,87.245,0.0,7.854878,1044.1615,2.0,28.0,0.0,24.0,0.0,0.0,Renault,False,105.4455001089562,321,12443,38.90501198518196,5.789932447156243,13.4451950315973,47,race,0,0
898,LEC,Ferrari,4.0,18.0,UK,2021.0,23.0,86.828,0.0,2.928914,1038.082,2.0,23.0,0.0,29.0,0.0,0.0,Ferrari,False,105.54081499237309,320,12590,47.3761385922859,12.645456526476355,22.632381782523424,47,race,0,0
899,STR,AstonMartin,14.0,4.0,UK,2021.0,22.0,87.665,0.0,6.287532,1048.037,2.0,29.0,0.0,23.0,0.0,0.0,Mercedes,False,105.22185661364132,324,13087,31.372368707779472,25.284375680976247,10.825887993026804,47,race,0,0
900,TSU,AlphaTauri,16.0,1.0,UK,2021.0,21.0,88.043,0.0,4.98886,1052.4145,2.0,22.0,0.0,30.0,0.0,0.0,,False,107.186947047287,330,12709,35.55184135977337,2.649814774460667,11.292220527348006,47,race,0,0
901,RIC,McLaren,6.0,10.0,UK,2021.0,32.0,86.899,0.0,3.081553,1040.049,2.0,32.0,0.0,20.0,0.0,0.0,Mercedes,False,107.55277838309,332,12956,42.79542383961648,9.745042492917849,16.548267596426236,47,race,0,0
902,OCO,Alpine,9.0,2.0,UK,2021.0,24.0,87.34,0.0,6.807539,1047.883,2.0,33.0,0.0,19.0,0.0,0.0,Renault,False,107.13018086729134,322,12332,41.69300501198518,8.452821965569841,16.66811941599477,47,race,0,0
903,NOR,McLaren,5.0,12.0,UK,2021.0,21.0,86.897,0.0,3.322836,1041.962,2.0,31.0,0.0,21.0,0.0,0.0,Mercedes,False,107.28635868380913,326,13209,41.523730660274566,8.607539769012856,16.580954456308564,47,race,0,0
904,HAM,Mercedes,2.0,25.0,UK,2021.0,36.0,86.023,0.0,4.702035,1044.321,2.0,25.0,0.0,27.0,0.0,0.0,Mercedes,False,107.2845282196557,325,13101,40.44077140989322,7.805622139899761,16.665940292002617,47,race,0,0
905,MSC,HaasF1Team,18.0,0.0,UK,2021.0,22.0,88.738,0.0,4.941658,1052.5235,2.0,27.0,0.0,24.0,0.0,0.0,Ferrari,False,105.5633907169318,328,12645,37.55811723687078,7.498365657005884,17.3371104815864,47,race,0,0
906,VET,AstonMartin,8.0,0.0,UK,2021.0,34.0,87.103,0.0,3.475458,1041.6835,2.0,22.0,0.0,18.0,0.0,0.0,Mercedes,False,81.20695140553498,324,12566,34.421551536282415,9.965134016125518,18.37437350185225,47,race,0,1
907,SAI,Ferrari,10.0,8.0,UK,2021.0,27.0,86.848,0.0,8.154639,1048.3155,2.0,24.0,0.0,28.0,0.0,0.0,Ferrari,False,107.70117672695577,332,12644,42.89897581172369,9.16757463499673,19.490084985835693,47,race,0,0
908,LAT,Williams,17.0,0.0,UK,2021.0,26.0,88.254,0.0,4.316627,1052.3535,2.0,32.0,0.0,19.0,0.0,0.0,Mercedes,False,105.77058182610592,329,13152,40.75541512312051,7.986489431248637,17.555022880801918,47,race,0,0
909,RUS,Williams,12.0,0.0,UK,2021.0,22.0,86.971,0.0,4.945661,1050.1775,2.0,33.0,0.0,18.0,0.0,0.0,Mercedes,False,105.64926999346262,323,12530,41.3123338417956,9.71235563303552,18.8385269121813,47,race,0,0
910,RAI,AlfaRomeoRacing,13.0,0.0,UK,2021.0,41.0,88.062,0.0,7.199486,1045.547,2.0,33.0,0.0,18.0,0.0,0.0,Ferrari,False,105.77685770320332,319,12799,37.73950751797777,4.297232512529963,12.675964262366527,47,race,0,0
911,BOT,Mercedes,3.0,15.0,UK,2021.0,31.0,86.328,0.0,3.075815,1038.679,2.0,30.0,0.0,22.0,0.0,0.0,Mercedes,False,107.65181956853344,317,12584,39.56487252124646,6.546088472434082,15.384615384615383,47,race,0,0
912,MAZ,HaasF1Team,19.0,0.0,UK,2021.0,22.0,89.051,0.0,3.498213,1053.115,2.0,26.0,0.0,25.0,0.0,0.0,Ferrari,False,105.43669644802787,332,12759,38.49847461320549,8.252342558291566,18.59010677707561,47,race,0,0
913,GIO,AlfaRomeoRacing,15.0,0.0,UK,2021.0,27.0,87.595,0.0,5.403069,1049.1935,2.0,28.0,0.0,23.0,0.0,0.0,Ferrari,False,105.93288298104162,331,12663,40.05739812595337,7.380692961429506,16.770538243626063,47,race,0,0
914,GAS,AlphaTauri,5.0,10.0,Hungary,2021.0,25.0,76.394,1.0,5.877987,385.073,4.0,38.0,3.0,27.0,2.0,0.0,,False,102.25539742269125,327,12950,37.045365679328974,4.49242153503332,17.822531480586097,48,race,0,0
915,ALO,Alpine,9.0,12.0,Hungary,2021.0,40.0,76.541,0.0,5.203983,504.541333,3.0,31.0,3.0,36.0,0.0,0.0,Renault,False,102.4029304799344,323,12593,32.67327461161681,0.2375496646975972,12.983245390905845,48,race,0,0
916,TSU,AlphaTauri,16.0,8.0,Hungary,2021.0,21.0,77.919,0.0,5.712697,505.396333,3.0,48.0,3.0,19.0,0.0,0.0,,False,102.41445058756752,324,13048,35.56036494355568,3.3404107717210785,16.76091572242427,48,race,0,0
917,RIC,McLaren,11.0,0.0,Hungary,2021.0,32.0,76.871,0.0,4.984632,504.414,3.0,49.0,3.0,17.0,0.0,0.0,Mercedes,False,100.77481132670437,330,12682,40.89190439151548,10.647690722949822,23.506905757951607,48,race,0,0
918,OCO,Alpine,8.0,25.0,Hungary,2021.0,24.0,76.653,0.0,5.500886,503.784667,3.0,33.0,3.0,34.0,0.0,0.0,Renault,False,102.52513191364125,304,12539,39.0083037272173,6.209926632891168,20.04666904917068,48,race,0,0
919,VER,RedBullRacing,3.0,2.0,Hungary,2021.0,23.0,75.65,0.0,5.454712,311.2116,5.0,20.0,3.0,47.0,0.0,0.0,Honda,False,102.20216948012362,329,12921,36.6070760369148,5.949252664550443,21.232315163236564,48,race,0,0
920,HAM,Mercedes,1.0,18.0,Hungary,2021.0,36.0,75.419,0.0,5.274088,378.4285,4.0,28.0,4.0,38.0,0.0,0.0,Mercedes,False,102.26477327671384,335,12951,41.68939855788434,8.80825747861002,22.741701528306248,48,race,0,0
921,VET,AstonMartin,10.0,0.0,Hungary,2021.0,34.0,76.75,0.0,5.462408,505.158333,3.0,34.0,3.0,33.0,0.0,0.0,Mercedes,False,99.20710967226556,329,12772,43.654123483781454,12.220143370682589,27.505308078790808,48,race,1,0
922,SAI,Ferrari,15.0,15.0,Hungary,2021.0,27.0,76.649,0.0,5.987403,505.754667,3.0,38.0,3.0,29.0,0.0,0.0,Ferrari,False,102.36521684290187,325,12622,41.30315962076142,8.555992347957703,24.595850238600768,48,race,0,0
923,LAT,Williams,18.0,6.0,Hungary,2021.0,26.0,78.036,0.0,5.49772,505.406667,3.0,47.0,3.0,20.0,0.0,0.0,Mercedes,False,101.18749605835734,304,13145,39.38001639723349,7.427105888288592,23.313502491118165,48,race,0,0
924,RUS,Williams,17.0,4.0,Hungary,2021.0,22.0,77.944,0.0,5.160088,503.015667,3.0,49.0,3.0,18.0,0.0,0.0,Mercedes,False,100.9023103281549,326,13182,40.13496184489899,9.14461098614644,23.664571464609303,48,race,0,0
925,RAI,AlfaRomeoRacing,13.0,1.0,Hungary,2021.0,41.0,77.553,0.0,6.5598,387.731,4.0,38.0,3.0,12.0,16.0,0.0,Ferrari,False,100.89205154617504,333,13022,34.94019214194118,3.2668334419474867,18.484727448548423,48,race,0,0
926,GIO,AlfaRomeoRacing,0.0,0.0,Hungary,2021.0,27.0,77.583,0.0,5.973198,314.1772,5.0,36.0,2.0,31.0,0.0,0.0,Ferrari,False,100.93415880089977,329,12631,34.39227227816435,2.8947423742353213,17.82042927116399,48,race,0,0
927,GAS,AlphaTauri,4.0,12.0,Netherlands,2021.0,25.0,69.478,0.0,2.203264,19.163,1.0,0.0,0.0,47.0,24.0,0.0,,False,122.7210020940804,321,12827,41.9908575514582,3.317329792124215,15.754124316870117,49,race,0,0
928,PER,RedBullRacing,0.0,4.0,Netherlands,2021.0,31.0,70.53,0.0,3.28743,18.921,2.0,8.0,0.0,39.0,24.0,0.0,Honda,False,120.9470095510496,329,12752,48.53616119311507,11.53787221002094,25.66780734460391,49,race,0,0
929,ALO,Alpine,9.0,8.0,Netherlands,2021.0,40.0,69.956,0.0,2.411917,19.018,1.0,0.0,0.0,38.0,33.0,0.0,Renault,False,122.66964604933858,334,12507,51.83017518770111,11.867306808315032,24.653965983962408,49,race,0,0
930,LEC,Ferrari,5.0,10.0,Netherlands,2021.0,23.0,69.437,0.0,2.451191,19.49,1.0,37.0,0.0,0.0,34.0,0.0,Ferrari,False,122.78568874814852,320,12568,56.72756524848052,16.050360079677205,31.35502323918484,49,race,0,0
931,STR,AstonMartin,12.0,0.0,Netherlands,2021.0,22.0,70.367,0.0,2.3578,19.389,1.0,43.0,0.0,0.0,27.0,0.0,Mercedes,False,121.05010470401962,326,12906,36.50357525920629,1.07513151846366,15.84605955360335,49,race,0,0
932,TSU,AlphaTauri,14.0,0.0,Netherlands,2021.0,21.0,70.462,0.0,3.240872,19.85,1.0,0.0,0.0,17.0,31.0,0.0,,False,83.96291945451759,325,12804,48.54101333060933,21.21405587619388,30.51994483885796,49,race,1,0
933,RIC,McLaren,10.0,0.0,Netherlands,2021.0,32.0,69.865,0.0,2.581283,19.449,1.0,41.0,0.0,0.0,30.0,0.0,Mercedes,False,122.6158894734154,328,12651,44.03378619949947,7.07645947188314,18.055058991776903,49,race,0,0
934,OCO,Alpine,8.0,2.0,Netherlands,2021.0,24.0,69.919,0.0,2.20951,19.24,1.0,0.0,0.0,40.0,31.0,0.0,Renault,False,122.5340160375913,327,12437,49.0251800398386,10.426988099494356,23.90826906379284,49,race,0,0
935,VER,RedBullRacing,1.0,25.0,Netherlands,2021.0,23.0,68.885,0.0,3.032706,18.86,2.0,32.0,0.0,19.0,21.0,0.0,Honda,False,122.75759742581336,322,12293,47.475483936871136,9.318657745543694,21.829511210991367,49,race,0,0
936,NOR,McLaren,13.0,1.0,Netherlands,2021.0,21.0,70.406,0.0,2.662517,20.443,1.0,29.0,0.0,42.0,0.0,0.0,Mercedes,False,124.3424587568313,323,12909,44.06974309208847,5.988559170539864,18.938658767046327,49,race,0,0
937,HAM,Mercedes,2.0,18.0,Netherlands,2021.0,36.0,68.923,1.0,3.792194,19.28,3.0,0.0,0.0,50.0,22.0,0.0,Mercedes,False,124.3670769702232,325,13055,51.639384033913885,11.098626078962154,23.90316155064099,49,race,0,0
